Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, B-SLICE,   10, 33.00,     272512, 0,1.08,35.282, 44.415, 43.150, 37.407,55, 8 7 3 ,11 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.93%,  0.33%,  9.48%,  2.76%, 14.96%,  4.04%, 34.74%, 19.15%,  0.00%,  0.19%,  0.83%,  2.99%,  0.06%,  0.62%,  1.76%,  7.16%, 82852.66, 5524.56, 9377.38, 770812.38 , 19, 235, 167.37, 90, 146, 130.33, 109, 194, 127.74, 0.00%, 4.69%,0.00%, 17.19%, 53.12%, 9.38%, 3.12%, 12.50%, 0.00%, 0.00%, 6.20%,0.00%, 17.17%, 55.48%, 8.82%, 1.51%, 7.95%, 2.86%, 0.00%, 11.03%,0.00%, 22.51%, 49.25%, 5.83%, 2.21%, 6.93%, 2.25%, 0.00%, 14.43%,0.00%, 25.91%, 32.41%, 5.36%, 6.45%, 5.02%, 10.42%,0.00%, 0.0, 166.4, 180.6, 97.6, 659.1, 0.0, 1200.1, 4.475, 43
11, b-SLICE,    9, 34.00,     115984, 0,1.43,35.604, 44.632, 43.785, 37.755,57, 8 7 ,10 11 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.96%,  0.25%, 10.65%,  4.67%, 17.91%,  9.03%, 26.97%, 10.76%,  0.00%,  0.48%,  1.40%,  3.63%,  0.13%,  1.67%,  3.75%,  7.74%, 77036.64, 4967.73, 7461.13, 305059.26 , 19, 235, 165.95, 93, 146, 130.32, 109, 193, 127.29, 0.00%, 9.43%,0.00%, 26.42%, 45.28%, 9.43%, 1.89%, 6.60%, 0.94%, 0.00%, 12.35%,0.00%, 16.57%, 44.48%, 11.63%, 6.54%, 5.60%, 2.98%, 0.00%, 14.96%,0.00%, 26.90%, 31.91%, 8.47%, 7.66%, 5.64%, 4.46%, 0.00%, 20.04%,0.00%, 27.59%, 33.41%, 3.49%, 5.81%, 2.82%, 6.84%,0.00%, 0.0, 230.3, 138.9, 76.6, 529.2, 0.0, 1260.1, 4.736, 80
12, P-SLICE,   16, 32.00,     494728, 0,1.20,35.148, 42.924, 42.642, 37.057,51, 11 10 8 7 , -, 0.00%,  0.00%,  0.00%, 0.18%,  0.19%,  1.35%, 0.91%,  0.63%,  6.57%, 3.45%,  3.25%, 21.85%, 0.00%,  0.06%,  0.03%,  1.52%,  0.29%,  2.41%,  1.83%, 26.38%, 20.98%,  0.00%,  0.08%,  0.44%,  4.07%,  0.00%,  0.39%,  0.56%,  2.58%, 89484.16, 7628.99, 6889.37, 1053637.95 , 19, 235, 162.02, 110, 184, 133.94, 95, 194, 123.84, 0.00%, 0.00%,0.00%, 33.33%, 33.33%, 22.22%, 0.00%, 11.11%, 0.00%, 43.17%, 11.75%,0.00%, 9.83%, 28.06%, 1.56%, 0.84%, 2.64%, 2.16%, 56.98%, 7.01%,0.00%, 14.16%, 8.97%, 5.29%, 0.78%, 6.20%, 0.61%, 33.40%, 7.79%,0.00%, 25.87%, 8.39%, 6.33%, 4.26%, 8.19%, 5.76%,0.00%, 0.0, 125.2, 247.7, 76.6, 1068.8, 0.0, 1338.0, 5.684, 53
13, B-SLICE,   14, 33.00,     355896, 0,1.87,34.453, 42.578, 42.646, 36.493,54, 11 10 7 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.13%,  0.02%,  2.09%,  1.23%,  6.28%,  6.32%, 40.40%, 28.34%,  0.00%,  0.13%,  0.58%,  5.96%,  0.01%,  0.44%,  1.09%,  6.97%, 103676.80, 7203.63, 7093.29, 642394.43 , 19, 235, 162.23, 103, 164, 134.58, 96, 197, 122.97, 0.00%, 6.25%,0.00%, 62.50%, 18.75%, 0.00%, 0.00%, 12.50%, 0.00%, 0.00%, 14.68%,0.00%, 18.73%, 34.94%, 9.11%, 3.54%, 13.67%, 5.32%, 0.00%, 10.98%,0.00%, 25.21%, 22.16%, 14.39%, 3.93%, 17.45%, 5.88%, 0.00%, 15.28%,0.00%, 33.51%, 17.73%, 9.82%, 6.71%, 8.15%, 8.81%,0.00%, 0.0, 183.6, 181.7, 98.2, 805.3, 0.0, 1417.8, 5.104, 54
14, b-SLICE,   12, 34.00,     286600, 0,1.16,34.632, 43.099, 42.130, 36.628,57, 11 10 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.46%,  0.16%,  6.92%,  1.99%, 10.62%,  4.86%, 38.83%, 19.99%,  0.00%,  0.17%,  0.76%,  3.91%,  0.00%,  0.62%,  1.92%,  8.80%, 97874.74, 7346.82, 9518.68, 945559.61 , 17, 235, 165.33, 104, 161, 131.71, 99, 196, 126.55, 0.00%, 0.00%,0.00%, 15.38%, 58.97%, 6.41%, 1.28%, 14.10%, 3.85%, 0.00%, 8.16%,0.00%, 13.70%, 57.59%, 6.77%, 4.81%, 6.44%, 2.53%, 0.00%, 13.64%,0.00%, 21.39%, 40.19%, 9.48%, 4.08%, 8.03%, 3.19%, 0.00%, 16.66%,0.00%, 28.46%, 28.67%, 5.76%, 7.71%, 4.64%, 8.10%,0.00%, 0.0, 234.6, 173.1, 68.8, 749.1, 0.0, 1520.4, 5.730, 133
15, b-SLICE,   13, 34.00,     262168, 0,1.28,34.189, 42.702, 42.451, 36.286,57, 11 10 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.10%,  0.07%,  3.16%,  1.78%,  7.40%,  7.30%, 39.18%, 23.10%,  0.00%,  0.33%,  0.81%,  7.16%,  0.01%,  0.95%,  1.33%,  7.31%, 109013.12, 7232.32, 7502.69, 613109.90 , 19, 235, 161.19, 107, 164, 133.62, 97, 194, 124.25, 0.00%, 6.67%,0.00%, 20.00%, 33.33%, 6.67%, 0.00%, 26.67%, 6.67%, 0.00%, 20.69%,0.00%, 18.77%, 31.99%, 9.39%, 5.36%, 9.39%, 4.41%, 0.00%, 11.95%,0.00%, 27.69%, 19.65%, 16.37%, 5.74%, 14.01%, 4.58%, 0.00%, 18.02%,0.00%, 31.36%, 21.87%, 7.73%, 8.13%, 5.24%, 7.64%,0.00%, 0.0, 156.1, 180.7, 68.8, 736.6, 0.0, 1523.6, 5.400, 111
16, b-SLICE,   15, 34.00,     329976, 0,1.47,34.378, 42.837, 41.831, 36.367,56, 14 11 10 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.17%,  0.10%,  4.78%,  1.36%, 10.04%,  5.15%, 40.51%, 20.43%,  0.00%,  0.07%,  1.01%,  3.72%,  0.05%,  0.66%,  2.78%,  9.17%, 105264.08, 7899.98, 9079.29, 1044905.69 , 21, 235, 162.73, 80, 161, 132.11, 96, 193, 126.24, 0.00%, 16.00%,0.00%, 8.00%, 44.00%, 12.00%, 0.00%, 12.00%, 8.00%, 0.00%, 10.50%,0.00%, 10.69%, 58.97%, 8.78%, 1.34%, 8.49%, 1.24%, 0.00%, 18.77%,0.00%, 20.06%, 35.65%, 10.42%, 3.08%, 8.47%, 3.54%, 0.00%, 16.58%,0.00%, 30.73%, 26.43%, 6.17%, 6.52%, 5.53%, 8.05%,0.00%, 0.0, 100.5, 186.1, 68.8, 777.5, 0.0, 1520.2, 5.293, 122
17, P-SLICE,   17, 32.00,     294696, 0,1.11,35.951, 44.762, 43.645, 38.014,55, 16 14 11 10 , -, 0.00%,  0.00%,  0.00%, 0.14%,  0.54%,  1.43%, 0.95%,  0.92%,  6.26%, 2.53%,  1.86%, 19.76%, 0.00%,  0.17%,  0.05%,  5.37%,  0.64%, 10.58%,  1.44%, 20.88%,  8.64%,  0.00%,  0.08%,  2.08%,  5.08%,  0.03%,  1.15%,  3.32%,  6.10%, 70623.66, 5333.37, 8571.39, 358246.28 , 19, 235, 169.53, 86, 185, 130.29, 94, 193, 127.92, 0.00%, 12.50%,0.00%, 18.75%, 50.00%, 3.12%, 3.12%, 12.50%, 0.00%, 22.59%, 13.12%,0.00%, 13.79%, 43.69%, 2.66%, 1.16%, 1.16%, 1.83%, 30.11%, 20.03%,0.00%, 16.75%, 27.75%, 1.27%, 0.75%, 2.22%, 1.12%, 34.74%, 16.09%,0.00%, 19.84%, 16.91%, 1.49%, 3.50%, 1.59%, 5.85%,0.00%, 0.0, 7.7, 213.8, 52.8, 798.1, 0.0, 1555.3, 4.803, 150
18, P-SLICE,   18, 32.00,     183224, 0,1.20,36.652, 44.989, 43.490, 38.549,55, 17 16 14 10 , -, 0.00%,  0.00%,  0.00%, 0.26%,  0.23%,  1.43%, 0.96%,  0.81%,  4.56%, 1.52%,  1.66%, 12.02%, 0.00%,  0.25%,  0.18%,  4.99%,  1.76%,  8.96%,  5.20%, 26.30%, 12.24%,  0.00%,  0.18%,  1.50%,  6.42%,  0.07%,  1.19%,  1.61%,  5.70%, 60724.28, 5213.07, 6226.57, 190724.86 , 18, 235, 172.06, 88, 186, 129.93, 93, 195, 128.63, 0.00%, 13.33%,0.00%, 10.00%, 40.00%, 13.33%, 3.33%, 8.33%, 11.67%, 19.18%, 13.61%,0.00%, 16.23%, 33.44%, 8.28%, 1.56%, 5.41%, 2.30%, 25.18%, 12.39%,0.00%, 26.43%, 15.28%, 9.08%, 5.21%, 4.43%, 2.00%, 21.47%, 17.12%,0.00%, 30.05%, 14.09%, 3.49%, 5.07%, 3.93%, 4.79%,0.00%, 0.0, 33.1, 214.2, 107.7, 780.2, 0.0, 1647.7, 4.426, 72
19, P-SLICE,   21, 32.00,     294648, 0,1.33,35.832, 44.660, 43.076, 37.841,53, 18 17 16 14 , -, 0.00%,  0.00%,  0.00%, 0.41%,  1.12%,  1.70%, 1.26%,  1.14%,  7.36%, 3.03%,  2.33%, 21.70%, 0.00%,  0.71%,  0.17%,  4.17%,  0.78%,  8.66%,  2.28%, 21.16%, 10.95%,  0.00%,  0.29%,  0.99%,  3.28%,  0.03%,  0.68%,  1.33%,  4.47%, 73234.12, 5700.24, 7199.71, 426037.69 , 18, 235, 173.25, 93, 200, 129.55, 83, 195, 129.55, 0.00%, 3.70%,0.00%, 16.67%, 61.11%, 7.41%, 3.70%, 6.48%, 0.93%, 35.32%, 10.59%,0.00%, 8.36%, 37.17%, 2.79%, 1.49%, 3.25%, 1.02%, 39.72%, 9.41%,0.00%, 17.58%, 24.01%, 1.73%, 1.04%, 4.98%, 1.52%, 37.56%, 10.76%,0.00%, 18.93%, 17.54%, 2.02%, 2.80%, 4.60%, 5.78%,0.00%, 0.0, 46.8, 244.4, 100.7, 917.2, 0.0, 1772.0, 4.548, 95
20, B-SLICE,   20, 33.00,     173944, 0,1.50,35.381, 44.737, 43.126, 37.519,55, 18 17 14 ,21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.07%,  0.15%,  6.79%,  3.28%, 15.02%, 10.62%, 27.11%, 17.29%,  0.00%,  0.29%,  1.64%,  6.65%,  0.23%,  1.01%,  2.12%,  6.73%, 80536.75, 5384.98, 7326.35, 360802.92 , 19, 235, 173.06, 92, 199, 129.76, 82, 195, 129.11, 0.00%, 15.94%,0.00%, 31.88%, 42.03%, 1.45%, 0.00%, 5.07%, 3.62%, 0.00%, 11.46%,0.00%, 17.19%, 42.51%, 13.31%, 3.70%, 8.60%, 3.23%, 0.00%, 12.01%,0.00%, 27.52%, 26.58%, 13.05%, 3.99%, 11.44%, 5.40%, 0.00%, 20.87%,0.00%, 26.54%, 25.62%, 4.90%, 4.51%, 6.36%, 11.19%,0.00%, 0.0, 178.3, 172.8, 96.2, 605.1, 0.0, 1843.9, 4.707, 77
21, b-SLICE,   19, 34.00,     118048, 0,1.47,35.506, 44.179, 42.864, 37.510,57, 18 17 ,20 21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.79%,  0.20%,  6.08%,  4.79%, 12.20%,  8.44%, 24.52%, 16.59%,  0.00%,  0.72%,  1.88%,  5.77%,  0.35%,  2.01%,  4.17%, 11.50%, 77379.92, 5823.91, 7189.79, 390269.21 , 21, 235, 173.78, 86, 197, 130.11, 81, 194, 128.43, 0.00%, 26.23%,0.00%, 21.31%, 37.70%, 10.66%, 0.82%, 1.64%, 1.64%, 0.00%, 20.10%,0.00%, 23.15%, 21.54%, 11.66%, 4.74%, 10.77%, 8.04%, 0.00%, 21.10%,0.00%, 28.18%, 21.33%, 6.17%, 4.87%, 12.07%, 6.28%, 0.00%, 26.58%,0.00%, 24.39%, 23.49%, 3.72%, 5.64%, 5.13%, 11.05%,0.00%, 0.0, 273.1, 128.2, 67.5, 459.9, 0.0, 1904.1, 4.586, 102
