Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    8, 39.00,     138032, 0,1.01,28.170, 37.703, 36.559, 30.410,57, 7 5 ,9 10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.66%,  0.42%,  7.82%,  5.93%, 18.74%,  9.02%, 25.89%,  9.46%,  0.00%,  0.24%,  1.67%,  4.28%,  0.07%,  1.44%,  3.93%, 10.43%, 415190.82, 26038.06, 25319.64, 801161.17 , 16, 235, 126.01, 54, 148, 127.90, 91, 197, 123.61, 0.00%, 6.12%,0.00%, 14.29%, 42.86%, 13.27%, 1.02%, 19.39%, 3.06%, 0.00%, 10.84%,0.00%, 20.76%, 29.92%, 17.48%, 6.49%, 10.00%, 4.50%, 0.00%, 15.77%,0.00%, 31.01%, 27.83%, 7.85%, 7.26%, 3.61%, 6.66%, 0.00%, 25.74%,0.00%, 27.06%, 30.64%, 1.59%, 7.23%, 0.80%, 6.94%,0.00%, 2.5, 151.1, 144.1, 75.2, 524.1, 0.0, 1331.7, 4.322, 66
11, P-SLICE,   14, 37.00,     304552, 0,1.47,30.722, 38.458, 37.582, 32.546,52, 10 9 7 5 , -, 0.00%,  0.00%,  0.00%, 1.34%,  0.88%,  3.33%, 3.09%,  2.33%, 15.12%, 4.52%,  3.60%, 30.04%, 0.00%,  0.15%,  0.04%,  5.62%,  0.90%, 10.55%,  0.75%, 11.91%,  1.51%,  0.00%,  0.06%,  0.40%,  2.00%,  0.00%,  0.09%,  0.61%,  1.16%, 238769.31, 22262.97, 14846.28, 1427025.78 , 19, 235, 117.34, 55, 147, 126.91, 94, 197, 124.65, 0.00%, 0.00%,0.00%, 20.00%, 60.00%, 10.00%, 0.00%, 10.00%, 0.00%, 45.41%, 1.20%,0.00%, 12.03%, 33.98%, 3.46%, 0.30%, 3.23%, 0.38%, 59.47%, 2.93%,0.00%, 15.53%, 19.89%, 1.01%, 0.27%, 0.56%, 0.35%, 63.32%, 5.24%,0.00%, 15.40%, 13.54%, 0.14%, 0.75%, 0.29%, 1.33%,0.00%, 0.0, 42.9, 243.9, 75.2, 1104.2, 0.0, 1405.0, 5.420, 48
12, B-SLICE,   12, 38.00,     505312, 0,1.02,27.745, 37.520, 37.111, 30.138,55, 10 9 5 ,14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.68%,  0.89%, 37.18%,  2.21%, 29.97%,  1.15%, 22.62%,  3.01%,  0.00%,  0.04%,  0.09%,  0.13%,  0.00%,  0.00%,  0.27%,  0.75%, 464337.42, 25373.34, 18889.85, 6999290.70 , 16, 235, 113.88, 59, 147, 127.01, 92, 198, 125.16, 0.00%, 0.00%,0.00%, 18.97%, 46.55%, 19.83%, 4.31%, 9.48%, 0.86%, 0.00%, 0.11%,0.00%, 26.82%, 67.45%, 1.63%, 0.51%, 3.14%, 0.34%, 0.00%, 1.00%,0.00%, 31.01%, 64.76%, 1.49%, 0.50%, 0.87%, 0.37%, 0.00%, 2.22%,0.00%, 43.56%, 46.67%, 0.28%, 1.94%, 0.44%, 4.89%,0.00%, 0.0, 147.0, 274.2, 122.6, 1178.7, 0.0, 1556.0, 5.209, 52
13, b-SLICE,   11, 39.00,     312608, 0,1.22,28.782, 37.415, 37.022, 30.891,57, 10 9 ,12 14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.57%,  0.86%, 23.77%,  2.61%, 35.26%,  1.86%, 24.98%,  3.00%,  0.00%,  0.00%,  0.71%,  1.46%,  0.00%,  0.04%,  0.54%,  3.35%, 387488.89, 26852.48, 13757.88, 3709959.96 , 19, 233, 114.21, 59, 148, 127.24, 93, 199, 125.02, 0.00%, 0.00%,0.00%, 35.29%, 29.41%, 19.12%, 4.41%, 11.03%, 0.74%, 0.00%, 0.14%,0.00%, 30.54%, 59.46%, 4.53%, 1.55%, 3.45%, 0.34%, 0.00%, 3.00%,0.00%, 33.25%, 59.30%, 1.54%, 1.37%, 1.07%, 0.47%, 0.00%, 11.07%,0.00%, 37.46%, 44.59%, 0.53%, 2.91%, 0.45%, 2.99%,0.00%, 0.0, 232.1, 254.1, 126.0, 1162.1, 0.0, 1676.0, 5.414, 86
14, b-SLICE,   13, 39.00,     160504, 0,1.14,28.667, 37.166, 36.597, 30.720,56, 12 10 9 ,14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.53%,  0.57%,  7.35%,  5.68%, 19.45%, 12.31%, 23.29%, 10.84%,  0.00%,  0.18%,  1.74%,  5.41%,  0.02%,  0.68%,  3.11%,  8.84%, 382226.85, 28555.30, 16994.21, 1093327.82 , 16, 235, 116.91, 57, 146, 126.36, 95, 196, 124.95, 0.00%, 2.04%,0.00%, 12.24%, 34.69%, 31.63%, 3.06%, 14.29%, 2.04%, 0.00%, 6.24%,0.00%, 20.36%, 32.51%, 17.41%, 7.06%, 11.74%, 4.68%, 0.00%, 12.51%,0.00%, 25.84%, 29.85%, 10.12%, 13.36%, 4.01%, 4.31%, 0.00%, 25.79%,0.00%, 24.75%, 29.83%, 1.88%, 9.19%, 1.14%, 7.42%,0.00%, 0.0, 167.5, 269.1, 126.0, 709.4, 0.0, 1682.1, 3.777, 29
15, P-SLICE,   17, 37.00,     286120, 0,1.52,31.314, 38.591, 37.782, 33.032,53, 14 12 10 9 , -, 0.00%,  0.00%,  0.00%, 1.63%,  1.06%,  4.03%, 3.26%,  1.89%, 15.02%, 4.13%,  3.18%, 27.42%, 0.00%,  0.25%,  0.13%,  7.37%,  0.95%, 12.42%,  0.68%, 11.46%,  1.12%,  0.00%,  0.02%,  0.47%,  1.82%,  0.00%,  0.06%,  0.51%,  1.10%, 208413.84, 21617.74, 13169.83, 1458179.70 , 19, 235, 115.77, 55, 148, 126.43, 89, 197, 125.05, 0.00%, 0.00%,0.00%, 16.67%, 50.00%, 16.67%, 0.00%, 16.67%, 0.00%, 44.40%, 0.56%,0.00%, 14.71%, 34.03%, 2.24%, 0.42%, 3.22%, 0.42%, 55.74%, 2.69%,0.00%, 17.39%, 22.31%, 0.20%, 0.44%, 0.73%, 0.50%, 61.34%, 5.16%,0.00%, 16.99%, 14.52%, 0.21%, 0.73%, 0.21%, 0.84%,0.00%, 0.0, 103.3, 273.5, 126.0, 1061.7, 0.0, 1669.4, 4.670, 27
16, B-SLICE,   16, 38.00,     116848, 0,1.07,30.924, 38.379, 37.451, 32.672,55, 14 12 9 ,17 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.67%,  0.64%, 10.60%,  5.60%, 19.06%,  7.74%, 21.74%,  8.49%,  0.00%,  0.59%,  2.14%,  5.73%,  0.19%,  1.79%,  4.42%, 10.60%, 224524.31, 21265.79, 14027.83, 594872.16 , 20, 235, 122.18, 57, 147, 127.65, 91, 198, 124.05, 0.00%, 12.50%,0.00%, 23.21%, 21.43%, 30.36%, 8.93%, 3.57%, 0.00%, 0.00%, 12.82%,0.00%, 20.89%, 36.17%, 12.03%, 4.25%, 9.29%, 4.54%, 0.00%, 18.31%,0.00%, 30.04%, 30.04%, 5.98%, 5.08%, 4.19%, 6.35%, 0.00%, 29.90%,0.00%, 28.38%, 26.18%, 2.40%, 4.90%, 1.64%, 6.59%,0.00%, 0.0, 132.1, 192.8, 131.4, 509.9, 0.0, 1721.2, 3.281, 38
17, b-SLICE,   15, 39.00,      96248, 0,1.47,31.522, 38.452, 37.506, 33.136,57, 14 12 ,16 17 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.65%,  0.48%,  7.77%,  5.82%, 17.09%,  9.70%, 21.77%,  8.69%,  0.00%,  0.43%,  2.29%,  6.30%,  0.12%,  1.59%,  5.41%, 11.88%, 203763.38, 21199.14, 10292.50, 435057.17 , 22, 235, 122.73, 57, 146, 127.91, 94, 197, 123.77, 0.00%, 9.62%,0.00%, 21.15%, 30.77%, 14.42%, 2.88%, 18.27%, 2.88%, 0.00%, 12.98%,0.00%, 22.10%, 27.67%, 13.29%, 9.43%, 9.35%, 5.18%, 0.00%, 20.97%,0.00%, 29.45%, 23.14%, 6.80%, 6.54%, 6.34%, 6.74%, 0.00%, 32.51%,0.00%, 26.04%, 25.91%, 1.84%, 5.63%, 1.53%, 6.54%,0.00%, 0.0, 78.1, 178.2, 102.1, 509.9, 0.0, 1799.0, 3.826, 77
18, P-SLICE,   18, 37.00,     287568, 0,1.51,31.396, 38.729, 38.036, 33.142,55, 17 16 14 12 , -, 0.00%,  0.00%,  0.00%, 2.20%,  1.68%,  5.10%, 3.35%,  2.94%, 17.95%, 4.24%,  3.02%, 24.91%, 0.00%,  0.60%,  0.31%,  6.60%,  0.48%, 12.06%,  0.55%, 10.12%,  1.05%,  0.00%,  0.00%,  0.26%,  1.08%,  0.00%,  0.12%,  0.36%,  1.03%, 203401.67, 20466.19, 12582.91, 1751139.17 , 20, 235, 116.66, 56, 149, 125.95, 91, 197, 125.34, 0.00%, 0.00%,0.00%, 5.26%, 60.53%, 13.16%, 2.63%, 18.42%, 0.00%, 55.47%, 0.74%,0.00%, 9.17%, 31.66%, 0.59%, 0.30%, 1.70%, 0.37%, 61.10%, 1.57%,0.00%, 13.87%, 22.07%, 0.21%, 0.27%, 0.24%, 0.66%, 61.09%, 4.00%,0.00%, 18.45%, 14.45%, 0.25%, 0.89%, 0.09%, 0.77%,0.00%, 0.0, 15.3, 262.1, 49.5, 1335.0, 0.0, 1923.0, 5.719, 93
19, P-SLICE,   21, 37.00,     384208, 0,1.23,29.113, 38.591, 38.013, 31.411,53, 18 17 16 12 , -, 0.00%,  0.00%,  0.00%, 2.10%,  1.49%,  4.44%, 3.68%,  2.44%, 15.25%, 4.89%,  4.33%, 28.55%, 0.00%,  0.27%,  0.43%,  7.71%,  0.41%,  9.97%,  0.25%, 10.89%,  1.22%,  0.00%,  0.02%,  0.11%,  0.63%,  0.00%,  0.02%,  0.29%,  0.61%, 333045.49, 20851.81, 21046.26, 1936689.04 , 19, 235, 113.97, 47, 148, 125.59, 91, 199, 126.49, 0.00%, 0.00%,0.00%, 12.90%, 25.81%, 38.71%, 0.00%, 20.97%, 1.61%, 49.58%, 0.28%,0.00%, 10.58%, 37.05%, 0.56%, 0.56%, 0.97%, 0.42%, 62.72%, 1.19%,0.00%, 14.04%, 21.32%, 0.23%, 0.17%, 0.13%, 0.20%, 65.23%, 2.14%,0.00%, 16.59%, 13.94%, 0.16%, 0.62%, 0.12%, 1.21%,0.00%, 0.0, 109.8, 303.3, 148.0, 1194.7, 0.0, 2060.4, 4.725, 77
20, B-SLICE,   20, 38.00,     411104, 0,1.02,28.387, 37.905, 37.646, 30.734,55, 18 17 16 ,21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.64%,  0.86%, 34.42%,  2.82%, 28.29%,  2.27%, 21.87%,  4.09%,  0.00%,  0.00%,  0.00%,  0.91%,  0.00%,  0.05%,  0.68%,  1.09%, 399856.12, 22737.31, 19241.03, 4648281.57 , 18, 235, 113.41, 44, 149, 125.75, 89, 199, 126.51, 0.00%, 0.00%,0.00%, 29.87%, 45.45%, 10.39%, 1.30%, 11.69%, 1.30%, 0.00%, 0.12%,0.00%, 23.66%, 68.66%, 3.41%, 0.61%, 3.23%, 0.30%, 0.00%, 1.93%,0.00%, 29.14%, 62.52%, 2.50%, 1.22%, 1.54%, 1.16%, 0.00%, 4.80%,0.00%, 41.38%, 44.00%, 0.55%, 3.38%, 0.22%, 5.68%,0.00%, 0.0, 276.3, 252.8, 121.8, 1014.9, 0.0, 2185.4, 4.707, 59
21, b-SLICE,   19, 39.00,     368584, 0,1.20,27.233, 37.554, 37.300, 29.782,57, 18 16 ,20 21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.12%,  1.60%, 24.49%,  2.96%, 28.37%,  4.24%, 24.69%,  5.44%,  0.00%,  0.08%,  0.64%,  0.96%,  0.00%,  0.40%,  1.20%,  2.80%, 518572.08, 24954.60, 20787.83, 3125779.70 , 17, 235, 113.08, 59, 148, 126.00, 93, 198, 125.70, 0.00%, 0.00%,0.00%, 24.73%, 32.26%, 10.22%, 2.69%, 26.34%, 3.76%, 0.00%, 1.72%,0.00%, 26.36%, 61.32%, 3.51%, 0.50%, 5.16%, 1.43%, 0.00%, 4.83%,0.00%, 33.05%, 51.00%, 2.78%, 1.10%, 3.88%, 3.36%, 0.00%, 8.19%,0.00%, 37.11%, 42.86%, 0.57%, 3.18%, 0.57%, 7.53%,0.00%, 0.0, 356.6, 259.3, 118.6, 981.1, 0.0, 2324.3, 4.704, 86
