Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 39.00,     130248, 0,1.01,28.149, 37.599, 40.923, 30.927,56, 8 6 5 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.54%,  0.15%,  7.64%,  6.03%, 15.97%, 17.36%, 22.72%, 15.54%,  0.00%,  0.07%,  2.11%,  4.24%,  0.00%,  0.20%,  2.26%,  5.18%, 413422.83, 16791.44, 24059.01, 680284.09 , 16, 235, 147.96, 54, 145, 126.32, 114, 169, 127.22, 0.00%, 0.00%,0.00%, 12.50%, 65.62%, 12.50%, 3.12%, 4.69%, 1.56%, 0.00%, 1.88%,0.00%, 15.94%, 38.91%, 31.56%, 5.00%, 5.86%, 0.86%, 0.00%, 11.01%,0.00%, 27.62%, 17.64%, 29.95%, 7.26%, 4.49%, 2.03%, 0.00%, 17.38%,0.00%, 36.24%, 17.74%, 11.02%, 8.65%, 3.15%, 5.84%,0.00%, 2.3, 219.6, 182.4, 81.8, 687.6, 12.6, 1369.3, 5.223, 69
11, P-SLICE,   11, 37.00,     197536, 0,1.57,28.804, 38.415, 41.436, 31.584,55, 10 8 6 5 , -, 0.00%,  0.00%,  0.00%, 0.15%,  0.13%,  0.28%, 0.18%,  0.25%,  1.70%, 0.89%,  0.48%,  6.22%, 0.00%,  0.28%,  0.12%,  5.86%,  3.05%, 12.63%,  8.37%, 26.98%, 15.92%,  0.00%,  0.03%,  0.88%,  4.99%,  0.02%,  0.33%,  2.63%,  7.64%, 355171.03, 14544.62, 21408.66, 605394.08 , 16, 235, 147.55, 46, 146, 126.77, 115, 169, 127.05, 0.00%, 4.00%,0.00%, 8.00%, 60.00%, 20.00%, 4.00%, 4.00%, 0.00%, 5.70%, 3.69%,0.00%, 15.77%, 43.79%, 18.54%, 7.97%, 2.68%, 1.85%, 7.57%, 12.43%,0.00%, 23.34%, 26.92%, 17.10%, 8.24%, 2.29%, 2.11%, 11.15%, 18.55%,0.00%, 25.92%, 21.00%, 3.79%, 12.62%, 1.60%, 5.36%,0.00%, 0.0, 159.0, 212.5, 81.8, 716.2, 0.0, 1390.5, 4.748, 76
12, P-SLICE,   12, 37.00,     218936, 0,1.61,28.653, 38.137, 41.307, 31.420,55, 11 10 8 6 , -, 0.00%,  0.00%,  0.00%, 0.15%,  0.28%,  0.51%, 0.39%,  0.53%,  2.52%, 1.75%,  1.15%,  9.98%, 0.00%,  0.32%,  0.23%,  7.91%,  3.06%, 13.94%,  7.20%, 21.36%, 13.19%,  0.00%,  0.13%,  1.33%,  4.11%,  0.00%,  0.21%,  2.16%,  7.59%, 364897.16, 15623.62, 23084.19, 773790.96 , 16, 235, 150.19, 53, 147, 126.50, 115, 165, 127.32, 0.00%, 0.00%,0.00%, 10.34%, 48.28%, 37.93%, 0.00%, 3.45%, 0.00%, 7.67%, 2.76%,0.00%, 17.18%, 47.39%, 13.96%, 6.60%, 2.91%, 1.53%, 11.54%, 11.73%,0.00%, 25.16%, 27.43%, 11.95%, 9.62%, 0.88%, 1.70%, 19.87%, 18.07%,0.00%, 21.66%, 20.04%, 2.77%, 10.46%, 1.49%, 5.64%,0.00%, 0.0, 147.2, 195.2, 77.8, 653.0, 0.0, 1496.7, 4.270, 86
13, P-SLICE,   15, 37.00,     186304, 0,1.01,28.994, 38.006, 41.460, 31.679,53, 12 11 10 8 , -, 0.00%,  0.00%,  0.00%, 0.03%,  0.12%,  0.19%, 0.07%,  0.13%,  0.89%, 0.32%,  0.10%,  2.96%, 0.00%,  0.40%,  0.15%,  5.71%,  2.95%, 14.68%,  7.64%, 33.50%, 13.18%,  0.00%,  0.19%,  1.06%,  6.41%,  0.03%,  0.47%,  1.73%,  7.07%, 338827.24, 15226.35, 21070.22, 597587.34 , 16, 235, 150.78, 51, 144, 125.91, 116, 169, 127.47, 0.00%, 5.71%,0.00%, 25.71%, 42.86%, 11.43%, 2.86%, 8.57%, 2.86%, 3.49%, 6.81%,0.00%, 19.90%, 39.27%, 10.12%, 3.66%, 11.52%, 5.24%, 3.94%, 10.07%,0.00%, 40.02%, 18.44%, 8.67%, 3.46%, 10.43%, 4.97%, 4.93%, 19.65%,0.00%, 39.62%, 16.58%, 3.85%, 5.89%, 2.98%, 6.49%,0.00%, 0.0, 127.2, 193.4, 101.4, 702.7, 0.0, 1569.3, 4.687, 109
14, B-SLICE,   14, 38.00,     276176, 0,2.03,29.896, 36.816, 39.940, 32.017,55, 12 11 8 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.40%,  0.35%, 21.85%,  2.28%, 28.54%,  2.09%, 22.93%,  5.74%,  0.00%,  0.03%,  0.57%,  2.41%,  0.00%,  0.16%,  3.55%,  8.09%, 283313.07, 20572.43, 19108.05, 2423813.50 , 16, 235, 156.47, 53, 144, 126.16, 116, 168, 127.45, 0.00%, 0.00%,0.00%, 27.27%, 52.73%, 7.27%, 1.82%, 5.45%, 5.45%, 0.00%, 0.78%,0.00%, 20.86%, 68.97%, 2.28%, 2.28%, 2.54%, 2.28%, 0.00%, 10.94%,0.00%, 20.71%, 62.79%, 0.93%, 1.60%, 1.39%, 1.64%, 0.00%, 21.55%,0.00%, 26.89%, 39.78%, 1.07%, 4.00%, 0.52%, 6.18%,0.00%, 0.0, 179.3, 185.7, 60.8, 844.2, 0.0, 1692.1, 5.948, 141
15, b-SLICE,   13, 39.00,     106296, 0,2.35,28.239, 36.910, 40.200, 30.818,57, 12 11 ,14 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.67%,  0.85%, 15.68%,  6.75%, 17.91%,  7.38%, 13.35%,  9.49%,  0.00%,  0.74%,  1.97%,  5.08%,  0.56%,  3.93%,  3.89%, 10.75%, 401439.50, 20059.33, 24241.71, 653036.23 , 16, 235, 153.10, 53, 146, 126.36, 115, 170, 127.40, 0.00%, 18.07%,0.00%, 22.89%, 31.33%, 9.64%, 8.43%, 4.82%, 4.82%, 0.00%, 17.24%,0.00%, 16.96%, 40.90%, 10.12%, 6.98%, 3.83%, 3.97%, 0.00%, 16.95%,0.00%, 28.11%, 33.58%, 5.69%, 9.76%, 1.29%, 4.61%, 0.00%, 31.77%,0.00%, 28.35%, 20.83%, 1.08%, 7.78%, 0.78%, 9.41%,0.00%, 0.0, 277.2, 132.5, 59.5, 557.1, 0.0, 1761.4, 4.971, 146
16, P-SLICE,   16, 37.00,     315896, 0,1.01,29.106, 38.388, 41.522, 31.818,55, 15 14 12 11 , -, 0.00%,  0.00%,  0.00%, 0.15%,  0.32%,  0.69%, 0.66%,  0.74%,  2.65%, 1.38%,  1.05%, 11.85%, 0.00%,  0.47%,  0.03%,  7.82%,  1.25%, 14.57%,  3.12%, 26.94%, 13.39%,  0.00%,  0.02%,  0.93%,  4.62%,  0.00%,  0.19%,  1.53%,  5.63%, 334298.83, 14995.20, 20315.64, 897401.94 , 16, 233, 152.64, 52, 146, 126.97, 115, 169, 127.12, 0.00%, 0.00%,0.00%, 13.33%, 80.00%, 3.33%, 0.00%, 3.33%, 0.00%, 11.15%, 1.94%,0.00%, 13.73%, 61.23%, 5.57%, 2.34%, 2.50%, 1.53%, 15.72%, 9.56%,0.00%, 24.82%, 37.79%, 5.24%, 3.67%, 1.31%, 1.90%, 20.42%, 14.66%,0.00%, 24.45%, 21.34%, 4.82%, 7.02%, 2.51%, 4.80%,0.00%, 0.0, 247.1, 195.1, 59.5, 781.9, 0.0, 1810.8, 4.942, 132
17, P-SLICE,   20, 37.00,     390832, 0,1.01,28.388, 38.854, 41.939, 31.390,52, 16 15 14 12 , -, 0.00%,  0.00%,  0.00%, 0.36%,  1.03%,  1.05%, 1.01%,  1.62%,  4.75%, 1.90%,  1.36%, 12.50%, 0.00%,  0.45%,  0.04%, 10.37%,  0.97%, 16.16%,  2.04%, 21.48%,  9.44%,  0.00%,  0.02%,  0.81%,  3.22%,  0.00%,  0.10%,  1.64%,  7.68%, 394654.59, 13455.06, 21395.83, 1356066.81 , 17, 234, 148.70, 56, 149, 127.28, 116, 167, 126.94, 0.00%, 0.00%,0.00%, 12.00%, 80.00%, 8.00%, 0.00%, 0.00%, 0.00%, 17.52%, 0.85%,0.00%, 14.25%, 60.40%, 1.99%, 1.00%, 3.06%, 0.93%, 24.72%, 8.22%,0.00%, 16.17%, 44.07%, 2.98%, 2.32%, 0.43%, 1.09%, 24.81%, 17.15%,0.00%, 17.81%, 25.37%, 2.41%, 7.15%, 0.59%, 4.70%,0.00%, 0.0, 242.2, 228.0, 79.7, 903.8, 0.0, 1932.1, 4.707, 103
18, B-SLICE,   18, 38.00,     246944, 0,1.27,28.607, 38.228, 41.674, 31.443,55, 16 15 14 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.86%,  0.09%, 14.00%,  2.01%, 18.89%,  5.58%, 26.32%, 16.81%,  0.00%,  0.12%,  1.16%,  2.50%,  0.00%,  0.60%,  2.64%,  8.43%, 377614.55, 14280.90, 21410.05, 1038837.99 , 16, 235, 152.62, 58, 146, 127.72, 115, 166, 126.81, 0.00%, 0.00%,0.00%, 17.07%, 73.17%, 2.44%, 0.00%, 6.10%, 1.22%, 0.00%, 4.29%,0.00%, 21.72%, 61.96%, 2.70%, 1.73%, 4.91%, 2.70%, 0.00%, 12.49%,0.00%, 23.84%, 45.32%, 8.64%, 3.39%, 2.74%, 3.58%, 0.00%, 17.91%,0.00%, 26.71%, 27.85%, 7.95%, 10.91%, 2.37%, 6.32%,0.00%, 0.0, 262.9, 238.6, 111.9, 813.2, 0.0, 2058.0, 4.157, 127
19, b-SLICE,   17, 39.00,     148368, 1,1.01,28.729, 38.176, 41.446, 31.500,57, 16 14 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.10%,  0.36%, 10.22%,  3.37%, 15.63%,  9.16%, 24.60%, 15.17%,  0.00%,  0.12%,  2.42%,  4.81%,  0.00%,  1.39%,  4.09%,  7.56%, 368837.80, 14824.06, 20026.52, 725068.99 , 16, 235, 154.11, 55, 145, 127.99, 117, 168, 126.61, 0.00%, 0.00%,0.00%, 32.79%, 42.62%, 13.11%, 1.64%, 9.02%, 0.82%, 0.00%, 9.98%,0.00%, 15.85%, 51.82%, 7.61%, 4.28%, 6.66%, 3.80%, 0.00%, 19.43%,0.00%, 28.64%, 24.57%, 15.68%, 4.89%, 3.68%, 3.11%, 0.00%, 20.85%,0.00%, 32.62%, 20.97%, 6.83%, 10.14%, 1.65%, 6.94%,0.00%, 0.0, 284.4, 215.3, 90.3, 641.8, 0.0, 2178.9, 4.101, 127
20, b-SLICE,   19, 39.00,      58712, 0,1.32,28.938, 38.189, 41.433, 31.656,56, 18 16 14 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.64%,  0.58%, 12.33%,  7.72%, 17.70%, 15.51%, 12.21%,  8.46%,  0.00%,  0.76%,  3.27%,  5.92%,  0.24%,  1.89%,  3.72%,  9.04%, 346510.91, 14696.95, 18931.78, 424503.30 , 19, 235, 150.63, 52, 146, 127.62, 115, 165, 126.71, 0.00%, 16.67%,0.00%, 14.58%, 29.17%, 20.83%, 4.17%, 12.50%, 2.08%, 0.00%, 11.69%,0.00%, 25.27%, 29.03%, 12.23%, 6.45%, 10.15%, 5.17%, 0.00%, 16.25%,0.00%, 32.93%, 14.76%, 13.24%, 11.04%, 5.39%, 6.39%, 0.00%, 33.38%,0.00%, 32.43%, 15.33%, 3.47%, 8.24%, 1.46%, 5.69%,0.00%, 0.0, 219.5, 219.9, 90.3, 525.3, 0.0, 2174.7, 3.875, 104
21, P-SLICE,   22, 37.00,      56016, 0,1.90,28.599, 39.187, 42.150, 31.616,54, 20 18 16 14 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.21%, 0.06%,  0.03%,  0.52%, 0.21%,  0.28%,  2.18%, 0.00%,  0.64%,  0.52%, 11.20%, 10.19%, 17.13%, 11.39%, 13.60%,  7.24%,  0.00%,  0.80%,  2.89%,  3.56%,  0.12%,  2.03%,  4.48%, 10.71%, 365766.50, 11781.66, 23327.13, 410294.38 , 16, 235, 147.82, 52, 144, 127.46, 117, 168, 126.76, 0.00%, 9.52%,0.00%, 23.81%, 26.19%, 14.29%, 2.38%, 15.48%, 8.33%, 0.88%, 11.56%,0.00%, 21.73%, 24.12%, 7.98%, 3.71%, 13.38%, 16.65%, 1.56%, 18.74%,0.00%, 38.49%, 12.26%, 3.98%, 3.36%, 8.16%, 13.47%, 5.68%, 30.35%,0.00%, 33.75%, 14.82%, 1.14%, 5.06%, 1.01%, 8.19%,0.00%, 0.0, 157.0, 219.9, 90.3, 553.6, 11.4, 2163.2, 4.583, 107
