GOP_Index,Global_Frame_ID,Is_Test,Encode_Order,Type,POC,QP,Bits,Scenecut,I/P_cost_ratio,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR,Latency,List_0,List_1,Intra_64x64_DC,Intra_64x64_Planar,Intra_64x64_Ang,Intra_32x32_DC,Intra_32x32_Planar,Intra_32x32_Ang,Intra_16x16_DC,Intra_16x16_Planar,Intra_16x16_Ang,Intra_8x8_DC,Intra_8x8_Planar,Intra_8x8_Ang,4x4,Inter_64x64,Inter_64x64_(Rect),Inter_32x32,Inter_32x32_(Rect),Inter_16x16,Inter_16x16_(Rect),Inter_8x8,Inter_8x8_(Rect),Skip_64x64,Skip_32x32,Skip_16x16,Skip_8x8,Merge_64x64,Merge_32x32,Merge_16x16,Merge_8x8,Avg_Luma_Distortion,Avg_Chroma_Distortion,Avg_psyEnergy,Avg_Residual_Energy,Min_Luma_Level,Max_Luma_Level,Avg_Luma_Level,Min_Cb_Level,Max_Cb_Level,Avg_Cb_Level,Min_Cr_Level,Max_Cr_Level,Avg_Cr_Level,Intra_64x64,Skip_64x64.1,AMP_64,Inter_64x64.1,Merge_64x64.1,Inter_64x32,Merge_64x32,Inter_32x64,Merge_32x64,Intra_32x32,Skip_32x32.1,AMP_32,Inter_32x32.1,Merge_32x32.1,Inter_32x16,Merge_32x16,Inter_16x32,Merge_16x32,Intra_16x16,Skip_16x16.1,AMP_16,Inter_16x16.1,Merge_16x16.1,Inter_16x8,Merge_16x8,Inter_8x16,Merge_8x16,Intra_8x8,Skip_8x8.1,AMP_8,Inter_8x8.1,Merge_8x8.1,Inter_8x4,Merge_8x4,Inter_4x8,Merge_4x8,4x4.1,DecideWait_(ms),Row0Wait_(ms),Wall_time_(ms),Ref_Wait_Wall_(ms),Total_CTU_time_(ms),Stall_Time_(ms),Total_frame_time_(ms),Avg_WPP,Row_Blocks
2,66,False,66, B-SLICE,2,33.0,1362720,0,1.06,30.364,39.358,41.846,32.923,55, 0 ,4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.66%,  0.83%, 39.34%,  2.82%, 31.95%,  1.11%, 19.76%,  2.49%,  0.00%,  0.00%,  0.00%,  0.05%,  0.00%,  0.00%,  0.00%,  0.00%,247458.08,11874.16,8319.26,4488272.55,16,235,124.3,53,168,126.84,91,197,124.55, 0.00%, 0.00%,0.00%, 42.59%, 24.07%, 19.44%, 0.93%, 12.96%, 0.00%, 0.00%, 0.00%,0.00%, 30.78%, 62.54%, 3.07%, 0.44%, 3.01%, 0.16%, 0.00%, 0.00%,0.00%, 30.88%, 66.13%, 1.49%, 0.00%, 1.18%, 0.31%, 0.00%, 0.13%,0.00%, 45.92%, 47.07%, 1.47%, 1.72%, 1.40%, 2.30%,0.00%,0.0,355.3,323.1,162.5,1237.7,0.0,5592.3,4.774,35
2,67,False,68, b-SLICE,3,34.0,831952,0,1.07,29.262,38.57,41.062,31.901,56, 2 0 ,4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.27%,  0.61%,  3.96%,  3.46%, 13.35%,  8.09%, 41.14%, 23.01%,  0.00%,  0.03%,  0.25%,  2.60%,  0.00%,  0.08%,  0.27%,  2.88%,318146.99,14458.11,11727.22,1365664.54,16,235,121.06,52,168,126.59,92,189,124.7, 0.00%, 0.00%,0.00%, 19.64%, 10.71%, 58.04%, 0.89%, 7.14%, 3.57%, 0.00%, 1.45%,0.00%, 24.43%, 28.16%, 30.75%, 6.11%, 7.66%, 1.45%, 0.00%, 2.20%,0.00%, 31.13%, 32.07%, 16.57%, 7.30%, 8.50%, 2.23%, 0.00%, 7.38%,0.00%, 25.23%, 36.43%, 8.47%, 10.51%, 5.10%, 6.88%,0.00%,0.0,284.3,291.1,140.6,1057.1,0.0,5615.6,4.797,36
2,68,False,65, P-SLICE,4,32.0,1306712,0,1.0,31.008,40.469,42.415,33.616,52, 0 , -, 0.00%,  0.00%,  0.00%, 2.98%, 12.56%,  1.83%, 6.26%, 14.95%, 11.67%, 7.49%,  8.98%, 30.14%, 0.00%,  0.00%,  0.00%,  0.09%,  0.00%,  0.47%,  0.02%,  2.29%,  0.28%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,210070.24,10129.14,9875.86,1522497.42,16,235,113.2,56,169,126.75,91,197,124.53, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.51%, 0.00%,0.00%, 0.25%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 92.98%, 0.00%,0.00%, 6.77%, 0.18%, 0.06%, 0.00%, 0.00%, 0.00%, 83.72%, 0.00%,0.00%, 13.22%, 2.56%, 0.21%, 0.06%, 0.16%, 0.08%,0.00%,0.0,252.5,363.2,206.7,1422.4,0.0,5180.1,4.632,25
2,69,False,70, b-SLICE,5,34.0,384816,0,1.17,30.056,39.931,42.248,32.814,56, 4 2 0 ,6 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.15%,  0.11%,  1.47%,  3.17%,  8.66%, 17.69%, 31.18%, 24.72%,  0.00%,  0.08%,  0.82%,  5.93%,  0.00%,  0.11%,  0.68%,  5.24%,271821.55,10546.65,8893.13,641021.12,16,235,110.99,54,170,126.61,93,199,124.36, 0.00%, 0.00%,0.00%, 38.10%, 19.05%, 21.43%, 2.38%, 11.90%, 7.14%, 0.00%, 3.96%,0.00%, 20.58%, 9.76%, 40.11%, 12.14%, 7.12%, 6.33%, 0.00%, 5.14%,0.00%, 24.95%, 8.96%, 40.87%, 12.19%, 5.49%, 2.42%, 0.00%, 15.74%,0.00%, 31.25%, 18.13%, 11.86%, 11.30%, 4.57%, 7.13%,0.00%,0.0,175.5,258.2,141.3,862.5,0.0,5483.1,4.064,23
2,70,False,69, P-SLICE,6,32.0,1514944,0,1.84,30.878,40.478,42.648,33.549,54, 4 2 0 , -, 0.00%,  0.00%,  0.00%, 3.26%, 13.84%,  2.50%, 4.63%, 11.91%,  8.67%, 7.70%,  9.92%, 25.54%, 0.00%,  0.00%,  0.12%,  1.23%,  0.09%,  2.79%,  0.14%,  7.16%,  0.43%,  0.00%,  0.00%,  0.00%,  0.07%,  0.00%,  0.00%,  0.00%,  0.00%,216883.12,9901.42,8213.74,1757551.08,16,235,115.71,57,171,126.65,93,196,124.39, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%, 93.68%, 0.00%,0.00%, 2.03%, 3.84%, 0.00%, 0.00%, 0.45%, 0.00%, 83.16%, 0.00%,0.00%, 10.52%, 5.85%, 0.04%, 0.04%, 0.35%, 0.04%, 74.51%, 0.12%,0.00%, 16.07%, 8.56%, 0.20%, 0.24%, 0.04%, 0.24%,0.00%,0.0,112.5,353.2,140.7,1706.2,0.0,5369.5,6.09,29
2,71,False,73, b-SLICE,7,34.0,848520,0,1.6,29.556,39.047,41.572,32.244,57, 6 2 ,8 9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.56%,  0.11%,  9.03%,  2.11%, 18.04%, 10.61%, 34.15%, 17.61%,  0.00%,  0.00%,  0.60%,  3.25%,  0.00%,  0.04%,  0.58%,  3.32%,302661.22,12886.32,8762.07,1916359.74,16,235,119.77,56,167,126.77,93,199,124.23, 0.00%, 0.00%,0.00%, 58.33%, 25.00%, 5.56%, 5.56%, 2.78%, 2.78%, 0.00%, 0.33%,0.00%, 46.91%, 33.89%, 12.19%, 3.84%, 2.42%, 0.42%, 0.00%, 3.73%,0.00%, 35.66%, 26.97%, 15.41%, 14.52%, 2.48%, 1.24%, 0.00%, 10.27%,0.00%, 28.30%, 33.90%, 7.10%, 13.00%, 2.57%, 4.87%,0.00%,0.0,259.8,318.9,144.1,1211.8,0.0,5869.4,4.693,31
2,72,True,72, B-SLICE,8,33.0,1517800,0,1.21,29.95,39.626,42.018,32.668,55, 6 4 2 ,9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.18%,  1.21%, 40.29%,  1.92%, 21.84%,  1.56%, 25.11%,  4.89%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,270630.97,11373.48,8039.43,3376786.45,16,235,119.81,52,166,126.61,91,200,124.05, 0.00%, 0.00%,0.00%, 43.68%, 28.74%, 14.37%, 2.87%, 8.62%, 1.72%, 0.00%, 0.00%,0.00%, 37.40%, 58.06%, 2.27%, 0.60%, 1.19%, 0.48%, 0.00%, 0.00%,0.00%, 37.95%, 56.47%, 1.98%, 0.54%, 2.61%, 0.45%, 0.00%, 0.00%,0.00%, 42.41%, 46.76%, 2.34%, 2.79%, 1.23%, 4.46%,0.00%,0.0,101.7,326.0,142.1,1531.8,0.0,5623.1,5.997,40
2,73,False,71, P-SLICE,9,32.0,1490648,0,1.31,30.912,40.533,42.768,33.597,53, 6 4 2 0 , -, 0.00%,  0.00%,  0.00%, 3.83%, 17.76%,  2.46%, 4.35%, 13.66%,  9.77%, 6.05%,  8.26%, 19.92%, 0.00%,  0.03%,  0.14%,  1.37%,  0.05%,  3.26%,  0.11%,  8.26%,  0.68%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.03%,215263.53,9691.03,8113.33,1751725.38,16,235,117.48,56,164,126.36,91,197,123.96, 0.00%, 0.00%,0.00%, 16.67%, 0.00%, 33.33%, 0.00%, 50.00%, 0.00%, 94.41%, 0.00%,0.00%, 1.29%, 4.08%, 0.11%, 0.00%, 0.11%, 0.00%, 82.52%, 0.00%,0.00%, 10.24%, 6.91%, 0.16%, 0.00%, 0.12%, 0.04%, 66.54%, 0.05%,0.00%, 21.12%, 10.96%, 0.29%, 0.40%, 0.27%, 0.37%,0.00%,0.0,31.4,358.9,141.3,1807.7,0.0,5374.0,6.493,55
2,74,False,75, b-SLICE,10,34.0,452376,0,1.21,29.621,39.691,41.842,32.408,56, 9 8 6 ,11 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.10%,  0.08%,  1.90%,  3.11%,  9.79%, 16.46%, 33.66%, 25.25%,  0.00%,  0.01%,  0.52%,  3.92%,  0.00%,  0.18%,  1.07%,  3.95%,291412.32,11374.91,11435.64,748321.65,16,235,109.67,55,162,126.15,90,197,123.93, 0.00%, 0.00%,0.00%, 42.86%, 14.29%, 28.57%, 14.29%, 0.00%, 0.00%, 0.00%, 3.68%,0.00%, 20.59%, 15.93%, 41.91%, 14.95%, 2.94%, 0.00%, 0.00%, 5.49%,0.00%, 26.78%, 11.02%, 31.87%, 18.53%, 4.21%, 2.11%, 0.00%, 11.15%,0.00%, 27.27%, 25.83%, 9.07%, 16.27%, 3.88%, 6.53%,0.00%,0.0,281.4,280.6,154.7,928.8,0.0,5732.6,3.887,34
2,75,False,74, P-SLICE,11,32.0,1322832,0,1.06,31.019,40.066,42.417,33.575,54, 9 8 6 2 , -, 0.00%,  0.00%,  0.00%, 4.53%, 17.91%,  3.03%, 5.23%, 11.94%, 10.55%, 6.23%,  6.56%, 23.66%, 0.00%,  0.00%,  0.11%,  1.47%,  0.06%,  3.45%,  0.08%,  5.01%,  0.17%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,210574.0,10839.21,8872.3,1546929.62,16,235,111.64,58,173,126.08,91,198,123.41, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 75.00%, 0.00%, 25.00%, 0.00%, 94.34%, 0.00%,0.00%, 1.68%, 3.77%, 0.10%, 0.00%, 0.10%, 0.00%, 81.87%, 0.00%,0.00%, 11.19%, 6.68%, 0.25%, 0.00%, 0.00%, 0.00%, 72.69%, 0.00%,0.00%, 19.64%, 7.34%, 0.17%, 0.06%, 0.06%, 0.06%,0.00%,0.0,197.8,359.2,144.1,1793.5,0.0,5406.9,6.304,33
2,76,False,76, P-SLICE,12,32.0,1309584,0,1.71,31.192,40.05,42.399,33.7,55, 11 9 8 6 , -, 0.00%,  0.00%,  0.00%, 5.56%, 19.86%,  3.43%, 5.19%,  9.61%, 11.34%, 5.28%,  5.62%, 21.59%, 0.00%,  0.00%,  0.15%,  1.82%,  0.19%,  3.27%,  0.19%,  6.49%,  0.40%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,202221.72,10840.62,8205.31,1578787.17,16,235,118.08,55,167,125.93,89,197,123.54, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 20.00%, 0.00%, 80.00%, 0.00%, 93.49%, 0.00%,0.00%, 2.20%, 3.70%, 0.40%, 0.00%, 0.20%, 0.00%, 80.57%, 0.00%,0.00%, 13.52%, 5.33%, 0.38%, 0.10%, 0.10%, 0.00%, 66.75%, 0.00%,0.00%, 24.18%, 8.25%, 0.25%, 0.06%, 0.29%, 0.22%,0.00%,0.0,180.7,376.1,154.7,1783.9,0.0,5444.1,5.817,53
2,77,False,79, b-SLICE,13,34.0,931256,0,1.51,29.344,38.383,40.967,31.926,57, 12 11 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.66%,  1.38%, 13.60%,  3.19%, 17.51%,  4.21%, 42.73%, 15.21%,  0.00%,  0.00%,  0.10%,  0.48%,  0.00%,  0.00%,  0.15%,  0.77%,312609.22,15122.69,10950.59,2138261.81,16,235,120.03,53,171,126.11,93,198,123.59, 0.00%, 0.00%,0.00%, 16.25%, 16.25%, 59.38%, 3.12%, 3.12%, 1.88%, 0.00%, 0.00%,0.00%, 34.04%, 46.96%, 13.22%, 2.89%, 2.43%, 0.46%, 0.00%, 1.05%,0.00%, 35.99%, 45.65%, 10.34%, 3.41%, 2.89%, 0.68%, 0.00%, 1.87%,0.00%, 32.75%, 42.63%, 8.05%, 9.50%, 1.53%, 3.66%,0.00%,0.0,372.5,356.3,180.8,1253.1,0.0,5825.4,4.232,22
2,78,False,78, B-SLICE,14,33.0,1172568,0,1.04,30.682,38.717,41.279,33.011,55, 12 11 8 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.66%,  1.38%, 34.11%,  1.88%, 27.92%,  1.61%, 28.15%,  2.16%,  0.00%,  0.00%,  0.00%,  0.14%,  0.00%,  0.00%,  0.00%,  0.00%,232855.93,14099.81,7882.88,2659829.94,16,235,121.84,57,147,126.18,90,198,123.36, 0.00%, 0.00%,0.00%, 51.14%, 14.77%, 18.75%, 2.84%, 12.50%, 0.00%, 0.00%, 0.00%,0.00%, 37.12%, 57.65%, 2.93%, 0.26%, 1.66%, 0.38%, 0.00%, 0.00%,0.00%, 35.78%, 59.46%, 1.84%, 1.02%, 1.50%, 0.41%, 0.00%, 0.31%,0.00%, 45.02%, 49.79%, 0.88%, 2.02%, 0.57%, 1.40%,0.00%,0.0,234.6,379.0,177.4,1514.1,0.0,5636.5,4.841,20
2,79,False,80, b-SLICE,15,34.0,431224,0,1.32,29.881,38.312,40.833,32.304,56, 14 12 11 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.13%,  0.28%,  2.46%,  4.01%,  8.70%,  6.89%, 36.94%, 30.83%,  0.00%,  0.18%,  1.18%,  2.60%,  0.00%,  0.11%,  1.38%,  4.30%,276867.17,15534.07,12259.9,718189.59,16,235,120.04,56,149,126.14,87,197,123.25, 0.00%, 0.00%,0.00%, 29.03%, 3.23%, 50.00%, 14.52%, 3.23%, 0.00%, 0.00%, 4.28%,0.00%, 22.96%, 13.42%, 33.07%, 21.98%, 3.70%, 0.58%, 0.00%, 13.24%,0.00%, 25.59%, 25.59%, 13.92%, 13.03%, 5.70%, 2.92%, 0.00%, 8.78%,0.00%, 17.93%, 34.08%, 9.33%, 21.97%, 2.63%, 5.28%,0.00%,0.0,269.2,363.7,180.8,899.7,0.0,5698.6,3.603,38
2,80,False,77, P-SLICE,16,32.0,975712,0,1.33,31.5,40.079,42.451,33.942,52, 12 11 9 8 , -, 0.00%,  0.00%,  0.00%, 5.33%, 16.77%,  3.93%, 3.54%,  7.45%, 10.22%, 3.93%,  3.93%, 21.89%, 0.00%,  0.03%,  0.18%,  2.23%,  0.60%,  8.82%,  0.54%,  9.38%,  1.04%,  0.00%,  0.00%,  0.00%,  0.18%,  0.00%,  0.00%,  0.00%,  0.00%,189357.09,10809.49,9949.72,1269985.48,16,235,114.38,58,149,126.37,89,197,122.98, 0.00%, 0.00%,0.00%, 14.29%, 0.00%, 57.14%, 0.00%, 28.57%, 0.00%, 90.20%, 0.00%,0.00%, 3.30%, 4.44%, 1.03%, 0.00%, 0.98%, 0.05%, 63.69%, 0.00%,0.00%, 22.81%, 11.90%, 0.49%, 0.31%, 0.63%, 0.18%, 60.33%, 0.36%,0.00%, 24.09%, 13.10%, 0.48%, 0.66%, 0.39%, 0.57%,0.00%,0.0,205.3,375.9,168.2,1679.1,0.0,5264.9,5.478,26
2,81,True,83, b-SLICE,17,34.0,353712,0,1.24,30.476,38.669,41.197,32.84,57, 16 14 ,18 19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.04%,  0.03%,  1.85%,  4.79%, 15.21%, 16.07%, 32.64%, 19.61%,  0.00%,  0.00%,  0.71%,  3.46%,  0.00%,  0.00%,  0.79%,  4.81%,243434.04,14281.49,10555.76,587246.86,16,235,114.42,44,151,126.52,89,188,122.88, 0.00%, 0.00%,0.00%, 40.00%, 20.00%, 20.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 14.89%, 12.98%, 53.94%, 12.23%, 4.79%, 1.17%, 0.00%, 4.39%,0.00%, 31.41%, 17.03%, 23.04%, 18.03%, 3.46%, 2.63%, 0.00%, 12.77%,0.00%, 26.57%, 30.38%, 6.77%, 12.26%, 3.59%, 7.66%,0.00%,0.0,122.5,310.1,201.8,782.7,0.3,5882.9,2.962,64
2,82,False,82, B-SLICE,18,33.0,510368,0,1.68,30.807,39.081,41.521,33.181,55, 16 14 12 ,19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.09%,  0.06%,  1.50%,  2.34%, 10.08%, 11.75%, 34.69%, 31.15%,  0.00%,  0.04%,  0.58%,  3.11%,  0.00%,  0.12%,  0.83%,  3.66%,230275.54,13057.76,7777.44,695608.12,16,235,119.42,47,148,126.24,88,199,123.19, 0.00%, 0.00%,0.00%, 61.54%, 0.00%, 19.23%, 3.85%, 15.38%, 0.00%, 0.00%, 4.18%,0.00%, 19.22%, 18.11%, 36.91%, 17.41%, 2.51%, 1.67%, 0.00%, 5.80%,0.00%, 30.36%, 15.41%, 28.98%, 13.98%, 3.77%, 1.70%, 0.00%, 8.92%,0.00%, 23.08%, 27.01%, 12.35%, 20.39%, 3.17%, 5.09%,0.00%,0.0,170.1,352.8,198.3,1087.0,0.0,5691.3,3.693,21
2,83,False,81, P-SLICE,19,32.0,1376576,0,1.37,30.908,39.575,41.97,33.374,53, 16 14 12 11 , -, 0.00%,  0.00%,  0.00%, 3.32%, 11.45%,  2.34%, 3.44%,  6.97%,  8.54%, 4.49%,  6.82%, 22.69%, 0.00%,  0.02%,  0.36%,  1.79%,  0.98%,  9.85%,  0.76%, 13.70%,  2.36%,  0.00%,  0.00%,  0.00%,  0.05%,  0.00%,  0.00%,  0.00%,  0.07%,215280.99,12022.54,8801.18,1773500.26,16,235,122.14,44,149,126.16,89,199,123.46, 0.00%, 0.00%,0.00%, 6.25%, 0.00%, 81.25%, 0.00%, 12.50%, 0.00%, 86.07%, 0.00%,0.00%, 2.04%, 6.96%, 3.18%, 0.06%, 1.68%, 0.00%, 59.65%, 0.00%,0.00%, 23.14%, 14.80%, 1.69%, 0.34%, 0.38%, 0.00%, 59.28%, 0.21%,0.00%, 18.72%, 17.68%, 0.60%, 1.85%, 0.33%, 1.33%,0.00%,0.0,173.7,403.3,180.8,1711.1,0.0,5379.9,5.368,25
2,84,False,85, b-SLICE,20,34.0,1037968,0,1.01,30.066,38.62,41.103,32.515,56, 19 18 14 ,21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.61%,  0.94%, 34.64%,  2.25%, 26.68%,  1.98%, 27.53%,  3.19%,  0.00%,  0.00%,  0.00%,  0.09%,  0.00%,  0.00%,  0.00%,  0.09%,269193.52,14158.82,8506.18,2847062.01,16,235,123.07,38,151,126.63,90,188,123.38, 0.00%, 0.00%,0.00%, 58.23%, 15.19%, 15.19%, 3.80%, 6.33%, 1.27%, 0.00%, 0.00%,0.00%, 36.22%, 57.68%, 2.87%, 0.18%, 2.80%, 0.24%, 0.00%, 0.00%,0.00%, 36.21%, 57.75%, 3.02%, 0.69%, 1.85%, 0.48%, 0.00%, 0.40%,0.00%, 43.42%, 48.99%, 0.71%, 2.33%, 1.01%, 3.14%,0.00%,0.0,180.5,358.4,175.3,1397.8,0.0,5708.2,4.739,26
2,85,False,84, P-SLICE,21,32.0,1124944,0,1.19,31.193,40.036,42.219,33.676,54, 19 18 16 14 , -, 0.00%,  0.00%,  0.00%, 3.06%,  9.35%,  2.73%, 2.85%,  5.87%,  7.92%, 3.81%,  5.26%, 16.06%, 0.00%,  0.05%,  0.30%,  3.27%,  0.91%, 11.24%,  1.43%, 20.20%,  4.93%,  0.00%,  0.02%,  0.05%,  0.51%,  0.00%,  0.00%,  0.00%,  0.16%,202337.22,11038.34,9230.89,1475484.06,16,235,121.61,55,147,126.43,89,199,123.34, 0.00%, 0.00%,0.00%, 6.67%, 6.67%, 50.00%, 10.00%, 26.67%, 0.00%, 78.26%, 0.12%,0.00%, 5.56%, 11.35%, 2.90%, 0.60%, 1.21%, 0.00%, 52.82%, 0.15%,0.00%, 21.07%, 21.44%, 1.89%, 1.08%, 0.74%, 0.82%, 43.35%, 1.17%,0.00%, 21.29%, 25.69%, 1.45%, 3.63%, 0.48%, 2.94%,0.00%,0.0,7.6,376.6,161.5,1720.9,0.0,5390.5,5.449,60
2,86,False,88, b-SLICE,22,34.0,287240,0,1.62,31.092,39.171,41.468,33.399,57, 21 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.08%,  0.11%,  2.34%,  4.56%, 10.30%,  9.76%, 29.57%, 29.99%,  0.00%,  0.03%,  0.89%,  3.73%,  0.01%,  0.31%,  1.78%,  6.52%,217458.6,12710.79,8127.73,534590.77,16,235,117.53,46,160,126.31,92,184,123.22, 0.00%, 6.67%,0.00%, 26.67%, 13.33%, 33.33%, 13.33%, 6.67%, 0.00%, 0.00%, 4.67%,0.00%, 21.31%, 11.03%, 37.29%, 10.19%, 10.93%, 4.58%, 0.00%, 11.16%,0.00%, 29.20%, 18.94%, 16.38%, 15.25%, 5.07%, 4.00%, 0.00%, 13.87%,0.00%, 19.27%, 26.26%, 7.92%, 23.20%, 3.23%, 6.25%,0.00%,0.0,249.3,284.8,162.1,734.3,5.1,5677.8,3.13,53
2,87,False,87, B-SLICE,23,33.0,649024,0,1.31,31.391,39.769,42.168,33.785,55, 21 19 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.66%,  0.35%,  8.74%,  4.55%, 24.04%,  9.86%, 35.72%, 10.97%,  0.00%,  0.04%,  0.46%,  1.86%,  0.00%,  0.04%,  0.31%,  2.40%,204673.2,11082.06,7992.59,1244543.65,17,235,114.21,38,152,126.25,88,195,123.12, 0.00%, 0.00%,0.00%, 47.83%, 17.39%, 25.00%, 1.09%, 8.70%, 0.00%, 0.00%, 0.65%,0.00%, 31.37%, 33.99%, 27.12%, 1.63%, 4.58%, 0.65%, 0.00%, 2.09%,0.00%, 38.08%, 32.96%, 15.79%, 5.48%, 4.23%, 1.37%, 0.00%, 7.41%,0.00%, 33.81%, 39.70%, 6.17%, 7.28%, 2.07%, 3.55%,0.00%,0.0,212.7,306.4,163.8,1101.0,0.0,5559.4,4.223,49
2,88,False,89, b-SLICE,24,34.0,569560,0,1.58,29.46,38.93,41.712,32.175,56, 23 21 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.20%,  0.10%,  2.72%,  2.90%, 12.07%, 12.37%, 36.58%, 26.46%,  0.00%,  0.03%,  0.33%,  2.59%,  0.00%,  0.03%,  0.52%,  3.12%,302031.51,13051.04,13146.23,962799.08,16,235,120.1,31,147,126.22,91,190,123.25, 0.00%, 0.00%,0.00%, 52.17%, 13.04%, 17.39%, 4.35%, 13.04%, 0.00%, 0.00%, 0.92%,0.00%, 23.50%, 24.42%, 41.01%, 5.76%, 3.23%, 1.15%, 0.00%, 3.21%,0.00%, 28.43%, 21.67%, 30.92%, 9.85%, 4.07%, 1.85%, 0.00%, 7.86%,0.00%, 24.98%, 30.76%, 11.99%, 17.98%, 2.07%, 4.37%,0.00%,0.0,142.3,284.9,162.1,947.7,0.0,5673.4,4.006,43
2,89,False,86, P-SLICE,25,32.0,1382448,0,1.28,31.154,40.154,42.789,33.734,52, 21 19 18 14 , -, 0.00%,  0.00%,  0.00%, 4.27%, 16.49%,  3.61%, 4.18%, 10.47%, 10.34%, 4.92%,  7.49%, 22.15%, 0.00%,  0.03%,  0.08%,  1.42%,  0.14%,  4.65%,  0.27%,  8.97%,  0.49%,  0.00%,  0.00%,  0.00%,  0.03%,  0.00%,  0.00%,  0.00%,  0.00%,203291.35,10357.12,8276.2,1806035.21,16,235,124.73,39,168,126.69,92,184,123.27, 0.00%, 0.00%,0.00%, 0.00%, 25.00%, 25.00%, 0.00%, 50.00%, 0.00%, 93.99%, 0.00%,0.00%, 1.69%, 3.80%, 0.11%, 0.00%, 0.42%, 0.00%, 77.07%, 0.00%,0.00%, 14.33%, 7.76%, 0.34%, 0.08%, 0.38%, 0.04%, 66.11%, 0.05%,0.00%, 20.82%, 12.08%, 0.10%, 0.21%, 0.31%, 0.31%,0.00%,0.0,141.0,383.9,175.3,1691.4,0.0,5425.8,5.522,24
