Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    8, 34.00,     553904, 0,1.43,30.755, 41.356, 43.423, 33.664,57, 7 6 ,9 10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.27%,  0.07%,  5.52%,  1.86%, 13.79%,  6.85%, 36.61%, 25.52%,  0.00%,  0.04%,  0.68%,  2.84%,  0.00%,  0.17%,  1.05%,  4.73%, 232006.22, 8148.12, 11255.72, 1380860.68 , 16, 235, 138.99, 21, 178, 133.72, 84, 197, 123.39, 0.00%, 0.00%,0.00%, 45.83%, 33.33%, 16.67%, 4.17%, 0.00%, 0.00%, 0.00%, 2.79%,0.00%, 31.23%, 41.45%, 15.71%, 3.44%, 4.46%, 0.93%, 0.00%, 7.28%,0.00%, 28.66%, 35.10%, 16.51%, 4.81%, 5.22%, 2.42%, 0.00%, 10.24%,0.00%, 27.04%, 28.21%, 16.98%, 9.24%, 3.07%, 5.22%,0.00%, 0.0, 263.4, 369.7, 184.0, 1065.0, 3.8, 1707.7, 3.667, 32
11, P-SLICE,   14, 32.00,     419912, 0,1.64,34.267, 42.815, 44.048, 36.558,52, 10 9 7 6 , -, 0.00%,  0.00%,  0.00%, 0.75%,  2.61%,  0.94%, 0.94%,  1.42%,  3.39%, 2.29%,  1.74%, 10.71%, 0.00%,  0.07%,  0.18%,  4.28%,  2.34%, 15.04%,  6.51%, 26.88%,  8.44%,  0.00%,  0.04%,  0.98%,  3.92%,  0.00%,  0.69%,  1.60%,  4.26%, 103955.99, 6185.86, 6701.23, 497027.73 , 23, 235, 146.06, 21, 175, 135.85, 88, 185, 121.48, 0.00%, 0.00%,0.00%, 7.14%, 21.43%, 32.14%, 3.57%, 35.71%, 0.00%, 36.89%, 6.25%,0.00%, 15.70%, 21.04%, 10.52%, 4.42%, 3.51%, 1.68%, 18.24%, 8.16%,0.00%, 27.42%, 25.51%, 10.11%, 5.88%, 2.79%, 1.89%, 23.19%, 12.86%,0.00%, 27.29%, 23.38%, 2.72%, 5.09%, 1.66%, 3.81%,0.00%, 0.0, 200.9, 377.2, 184.0, 980.2, 10.7, 1683.4, 3.380, 27
12, B-SLICE,   12, 33.00,     287856, 0,1.48,33.814, 42.446, 43.546, 36.109,55, 10 9 7 ,14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.09%,  0.16%,  4.88%,  2.58%, 15.62%, 10.75%, 33.75%, 18.81%,  0.00%,  0.10%,  1.15%,  4.97%,  0.00%,  0.25%,  1.59%,  5.29%, 118697.93, 6705.85, 7199.57, 621518.92 , 17, 235, 149.05, 21, 173, 136.12, 79, 202, 121.20, 0.00%, 0.00%,0.00%, 17.65%, 17.65%, 38.24%, 2.94%, 20.59%, 2.94%, 0.00%, 4.60%,0.00%, 25.10%, 37.36%, 23.47%, 3.93%, 4.50%, 1.05%, 0.00%, 8.99%,0.00%, 27.95%, 27.80%, 20.19%, 8.10%, 4.47%, 2.50%, 0.00%, 15.24%,0.00%, 28.07%, 28.76%, 10.44%, 10.20%, 2.14%, 5.16%,0.00%, 0.0, 260.9, 309.9, 182.2, 827.0, 0.0, 1782.6, 3.026, 25
13, b-SLICE,   11, 34.00,     222024, 0,1.09,32.226, 42.399, 43.863, 34.952,57, 10 9 ,12 14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.13%,  0.08%,  5.28%,  3.38%, 13.70%, 15.29%, 28.64%, 21.97%,  0.00%,  0.15%,  1.08%,  4.33%,  0.00%,  0.70%,  1.24%,  4.02%, 165851.80, 6462.96, 8898.08, 421859.23 , 19, 235, 146.80, 21, 172, 136.29, 79, 188, 121.28, 0.00%, 0.00%,0.00%, 30.77%, 30.77%, 26.92%, 3.85%, 7.69%, 0.00%, 0.00%, 8.93%,0.00%, 19.59%, 35.91%, 23.02%, 3.95%, 6.27%, 2.32%, 0.00%, 7.08%,0.00%, 24.96%, 21.38%, 32.49%, 8.42%, 3.29%, 2.39%, 0.00%, 13.08%,0.00%, 33.27%, 19.27%, 12.24%, 14.57%, 2.79%, 4.79%,0.00%, 0.0, 231.3, 286.5, 178.5, 696.7, 0.0, 1889.9, 2.896, 22
14, b-SLICE,   13, 34.00,     194056, 0,1.30,31.860, 42.272, 43.478, 34.614,56, 12 10 9 ,14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.18%,  0.38%,  7.56%,  4.31%, 20.33%,  7.62%, 27.89%, 14.81%,  0.00%,  0.18%,  1.08%,  5.90%,  0.08%,  0.74%,  2.63%,  6.32%, 173624.99, 6918.40, 13220.89, 300849.50 , 19, 235, 147.88, 21, 173, 136.05, 78, 196, 121.35, 0.00%, 12.50%,0.00%, 21.88%, 6.25%, 40.62%, 6.25%, 6.25%, 6.25%, 0.00%, 7.18%,0.00%, 17.47%, 41.65%, 19.42%, 5.69%, 6.40%, 2.18%, 0.00%, 11.07%,0.00%, 29.94%, 36.25%, 8.01%, 5.27%, 4.82%, 4.64%, 0.00%, 20.06%,0.00%, 23.23%, 32.40%, 3.24%, 8.97%, 2.41%, 9.70%,0.00%, 0.0, 79.3, 286.6, 178.5, 641.1, 0.0, 1882.5, 2.870, 23
15, P-SLICE,   19, 32.00,     664920, 0,1.33,33.017, 42.639, 44.162, 35.613,51, 14 12 10 9 , -, 0.00%,  0.00%,  0.00%, 0.86%,  2.72%,  1.16%, 1.64%,  2.70%,  4.97%, 3.81%,  3.66%, 14.55%, 0.00%,  0.08%,  0.12%,  4.97%,  1.34%, 11.46%,  4.15%, 27.93%,  7.75%,  0.00%,  0.05%,  0.39%,  2.43%,  0.00%,  0.12%,  0.86%,  2.28%, 135944.07, 6350.58, 7933.20, 746489.64 , 19, 235, 143.36, 21, 174, 135.07, 86, 195, 122.44, 0.00%, 0.00%,0.00%, 25.00%, 16.67%, 41.67%, 0.00%, 16.67%, 0.00%, 42.22%, 1.50%,0.00%, 11.98%, 32.34%, 6.51%, 2.47%, 2.47%, 0.52%, 33.62%, 4.48%,0.00%, 22.83%, 24.11%, 8.87%, 2.94%, 2.12%, 1.03%, 32.64%, 6.99%,0.00%, 24.03%, 24.85%, 2.76%, 3.93%, 1.70%, 3.10%,0.00%, 0.0, 7.5, 257.4, 80.5, 1164.5, 0.0, 1918.4, 5.258, 40
16, B-SLICE,   17, 33.00,     470288, 0,2.21,33.368, 42.135, 43.655, 35.750,54, 14 12 9 ,19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.62%,  0.28%, 12.94%,  3.97%, 20.44%,  9.30%, 31.11%, 13.20%,  0.00%,  0.05%,  0.31%,  2.67%,  0.00%,  0.07%,  1.42%,  3.62%, 130509.57, 6996.05, 6513.76, 945852.94 , 19, 234, 138.40, 20, 159, 135.40, 106, 180, 122.55, 0.00%, 0.00%,0.00%, 47.37%, 21.05%, 13.16%, 0.00%, 17.11%, 1.32%, 0.00%, 0.69%,0.00%, 23.75%, 52.22%, 13.06%, 3.89%, 5.49%, 0.90%, 0.00%, 5.13%,0.00%, 28.62%, 38.61%, 14.94%, 7.07%, 3.73%, 1.90%, 0.00%, 10.90%,0.00%, 31.35%, 34.88%, 6.95%, 7.93%, 2.56%, 5.43%,0.00%, 0.0, 100.1, 295.8, 142.7, 988.9, 0.0, 2065.9, 3.728, 36
17, b-SLICE,   15, 34.00,     253456, 0,2.07,32.732, 42.257, 43.854, 35.313,57, 14 12 ,17 19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.27%,  0.43%,  7.55%,  4.48%, 18.61%, 13.74%, 29.27%, 11.70%,  0.00%,  0.04%,  1.38%,  5.18%,  0.00%,  0.70%,  1.59%,  5.07%, 148758.64, 6643.05, 8024.93, 493226.33 , 21, 235, 143.25, 19, 174, 135.77, 89, 185, 121.82, 0.00%, 0.00%,0.00%, 8.82%, 29.41%, 51.47%, 1.47%, 8.82%, 0.00%, 0.00%, 5.82%,0.00%, 17.12%, 42.00%, 24.31%, 6.38%, 2.42%, 1.94%, 0.00%, 7.98%,0.00%, 27.33%, 27.77%, 19.87%, 11.72%, 2.97%, 2.36%, 0.00%, 17.85%,0.00%, 29.71%, 32.08%, 4.08%, 9.03%, 1.58%, 5.68%,0.00%, 0.0, 122.7, 299.3, 180.9, 870.9, 0.0, 2186.5, 3.339, 50
18, b-SLICE,   16, 34.00,     160104, 0,1.98,31.792, 41.998, 43.788, 34.567,57, 14 12 ,17 19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.39%,  1.20%, 11.18%,  6.37%, 21.80%,  7.73%, 20.93%, 11.45%,  0.00%,  0.50%,  1.67%,  5.31%,  0.00%,  1.22%,  4.28%,  5.98%, 175871.60, 6875.57, 12291.24, 286788.12 , 16, 235, 140.45, 21, 165, 135.58, 99, 196, 122.22, 0.00%, 0.00%,0.00%, 10.53%, 14.04%, 64.91%, 5.26%, 4.39%, 0.88%, 0.00%, 8.95%,0.00%, 23.52%, 34.49%, 19.34%, 9.24%, 2.53%, 1.95%, 0.00%, 15.64%,0.00%, 32.31%, 31.73%, 6.58%, 8.77%, 1.83%, 3.14%, 0.00%, 21.69%,0.00%, 26.87%, 29.43%, 2.14%, 9.88%, 1.07%, 8.92%,0.00%, 0.0, 19.8, 299.4, 180.9, 611.5, 0.0, 2186.5, 2.803, 19
19, b-SLICE,   18, 34.00,     572248, 0,1.10,31.209, 41.101, 42.899, 33.907,56, 17 14 12 ,19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.60%,  0.24%, 15.05%,  3.30%, 22.30%,  4.65%, 34.61%, 11.01%,  0.00%,  0.00%,  0.55%,  2.05%,  0.00%,  0.12%,  0.99%,  4.53%, 206766.28, 8715.72, 11254.99, 1417091.22 , 16, 235, 140.74, 19, 169, 134.05, 94, 186, 123.22, 0.00%, 0.00%,0.00%, 28.57%, 42.86%, 22.86%, 2.86%, 2.86%, 0.00%, 0.00%, 0.65%,0.00%, 28.68%, 52.80%, 9.19%, 4.89%, 3.26%, 0.52%, 0.00%, 5.02%,0.00%, 28.78%, 51.06%, 5.96%, 4.24%, 2.86%, 2.08%, 0.00%, 11.06%,0.00%, 24.55%, 45.87%, 2.21%, 6.83%, 1.72%, 7.76%,0.00%, 0.0, 15.3, 344.9, 180.9, 979.5, 0.0, 2218.7, 3.336, 21
20, P-SLICE,   22, 32.00,     476088, 0,1.21,33.666, 42.654, 43.645, 36.037,53, 19 17 14 12 , -, 0.00%,  0.00%,  0.00%, 0.55%,  1.93%,  0.82%, 0.73%,  1.28%,  3.43%, 2.20%,  1.69%, 12.35%, 0.00%,  0.10%,  0.19%,  5.78%,  1.48%, 12.88%,  3.46%, 28.51%,  9.47%,  0.00%,  0.10%,  0.84%,  4.32%,  0.02%,  0.72%,  2.46%,  4.71%, 117309.46, 6610.55, 7805.85, 604053.16 , 16, 235, 148.51, 21, 174, 136.50, 78, 196, 120.92, 0.00%, 5.56%,0.00%, 5.56%, 27.78%, 33.33%, 5.56%, 22.22%, 0.00%, 28.94%, 7.20%,0.00%, 15.89%, 34.93%, 5.55%, 3.45%, 2.77%, 1.27%, 20.42%, 12.36%,0.00%, 27.91%, 26.31%, 4.71%, 2.59%, 3.33%, 2.37%, 23.75%, 13.20%,0.00%, 23.20%, 26.00%, 1.91%, 5.33%, 1.41%, 5.20%,0.00%, 0.0, 7.9, 298.7, 123.9, 1043.6, 0.0, 2211.5, 4.148, 62
21, B-SLICE,   21, 33.00,     268144, 0,1.39,32.537, 42.585, 43.720, 35.191,55, 19 17 12 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.03%,  0.13%,  3.92%,  3.48%, 12.63%, 12.17%, 31.64%, 23.57%,  0.00%,  0.04%,  0.92%,  2.85%,  0.00%,  0.27%,  2.15%,  6.20%, 151042.84, 6448.93, 9852.17, 589844.34 , 17, 235, 147.71, 20, 175, 136.80, 78, 189, 120.97, 0.00%, 0.00%,0.00%, 9.09%, 9.09%, 81.82%, 0.00%, 0.00%, 0.00%, 0.00%, 4.12%,0.00%, 15.17%, 35.58%, 27.72%, 11.05%, 4.49%, 1.87%, 0.00%, 10.54%,0.00%, 21.72%, 26.08%, 23.75%, 11.58%, 3.29%, 3.04%, 0.00%, 13.18%,0.00%, 23.84%, 28.62%, 12.34%, 14.49%, 2.02%, 5.50%,0.00%, 0.0, 0.0, 279.9, 150.0, 873.6, 0.0, 2328.0, 3.470, 35
