Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 39.00,      57112, 0,1.53,34.300, 42.194, 43.034, 36.378,56, 8 5 2 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.21%,  2.53%, 13.51%, 10.38%, 16.95%,  5.93%,  9.59%,  3.55%,  0.00%,  1.74%,  4.04%,  3.21%,  2.15%,  5.06%,  6.95%, 11.21%, 98365.03, 7019.88, 6196.22, 189106.11 , 16, 235, 131.38, 30, 195, 123.42, 51, 193, 132.71, 0.00%, 27.27%,0.00%, 26.79%, 13.88%, 13.16%, 8.37%, 6.70%, 3.83%, 0.00%, 20.62%,0.00%, 33.10%, 14.78%, 9.74%, 8.93%, 7.73%, 5.10%, 0.00%, 26.89%,0.00%, 43.35%, 15.25%, 4.25%, 3.33%, 2.68%, 4.25%, 0.00%, 39.46%,0.00%, 33.99%, 16.84%, 0.98%, 4.08%, 0.41%, 4.24%,0.00%, 3.4, 40.4, 182.5, 90.9, 668.3, 0.0, 1155.8, 4.643, 105
11, P-SLICE,   13, 37.00,     144752, 0,1.08,36.106, 42.982, 44.449, 38.009,53, 10 8 5 2 , -, 0.00%,  0.00%,  0.00%, 2.03%,  1.82%, 13.44%, 1.70%,  1.15%,  9.95%, 2.82%,  2.06%,  6.82%, 0.00%,  2.21%,  0.79%, 15.65%,  2.85%, 17.77%,  1.55%,  9.01%,  0.67%,  0.00%,  0.12%,  0.94%,  2.85%,  0.00%,  0.12%,  0.79%,  2.88%, 68308.33, 5797.46, 4467.56, 641560.80 , 16, 235, 129.53, 30, 194, 122.87, 54, 207, 132.25, 0.00%, 0.00%,0.00%, 21.21%, 52.53%, 16.67%, 1.52%, 7.07%, 1.01%, 45.67%, 0.64%,0.00%, 14.10%, 32.05%, 3.93%, 1.28%, 1.68%, 0.64%, 32.44%, 4.38%,0.00%, 31.36%, 27.90%, 1.81%, 1.27%, 0.58%, 0.27%, 34.10%, 16.70%,0.00%, 27.74%, 19.52%, 0.13%, 1.02%, 0.00%, 0.80%,0.00%, 0.0, 6.9, 248.4, 90.9, 1329.5, 0.0, 1198.9, 6.200, 217
12, B-SLICE,   12, 38.00,     117464, 0,1.30,34.935, 42.174, 43.492, 36.909,55, 10 8 5 ,13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  4.36%,  1.71%, 22.05%,  5.10%, 27.22%,  5.67%, 17.09%,  2.28%,  0.00%,  0.37%,  1.28%,  1.58%,  0.07%,  1.11%,  3.86%,  6.24%, 87928.83, 6683.87, 5032.42, 433954.34 , 16, 235, 130.61, 31, 194, 123.01, 55, 208, 132.29, 0.00%, 1.09%,0.00%, 25.14%, 45.90%, 12.30%, 2.46%, 11.48%, 1.64%, 0.00%, 4.82%,0.00%, 29.68%, 48.85%, 5.91%, 2.30%, 5.48%, 2.96%, 0.00%, 11.61%,0.00%, 39.38%, 36.19%, 2.69%, 2.01%, 3.72%, 4.40%, 0.00%, 22.23%,0.00%, 31.97%, 39.31%, 0.57%, 1.53%, 0.57%, 3.82%,0.00%, 0.0, 53.9, 199.7, 94.1, 949.2, 0.0, 1305.6, 5.786, 78
13, b-SLICE,   11, 39.00,      62720, 0,1.33,34.624, 42.396, 43.494, 36.705,57, 10 8 ,12 13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  4.27%,  1.94%, 16.23%,  7.85%, 19.70%,  6.21%, 12.08%,  3.16%,  0.00%,  0.88%,  3.39%,  2.17%,  2.25%,  3.77%,  6.02%, 10.10%, 91712.31, 6567.84, 5656.39, 309601.74 , 16, 235, 132.34, 31, 189, 123.25, 52, 190, 132.46, 0.00%, 26.58%,0.00%, 31.98%, 18.47%, 7.21%, 3.60%, 5.63%, 6.53%, 0.00%, 14.99%,0.00%, 34.03%, 25.68%, 4.55%, 2.95%, 10.14%, 7.68%, 0.00%, 22.21%,0.00%, 40.74%, 22.39%, 2.65%, 3.19%, 3.73%, 5.08%, 0.00%, 33.54%,0.00%, 33.75%, 24.06%, 0.83%, 2.60%, 0.52%, 4.69%,0.00%, 0.0, 81.9, 164.1, 96.1, 591.4, 0.0, 1376.5, 4.053, 96
14, P-SLICE,   16, 37.00,     152008, 0,1.63,35.736, 43.053, 44.786, 37.782,53, 13 12 10 8 , -, 0.00%,  0.00%,  0.00%, 1.77%,  1.35%, 12.61%, 2.13%,  1.33%, 14.04%, 3.77%,  2.05%, 11.23%, 0.00%,  1.43%,  0.47%, 12.56%,  2.34%, 15.70%,  1.87%,  7.44%,  0.81%,  0.00%,  0.21%,  0.81%,  1.95%,  0.00%,  0.42%,  0.75%,  2.96%, 73663.28, 5683.23, 4912.46, 520503.51 , 16, 235, 135.97, 27, 190, 122.46, 59, 209, 132.14, 0.00%, 0.00%,0.00%, 26.03%, 49.32%, 10.96%, 0.00%, 11.64%, 2.05%, 47.94%, 1.90%,0.00%, 13.71%, 29.32%, 1.58%, 0.40%, 3.65%, 1.51%, 42.22%, 3.76%,0.00%, 29.55%, 19.95%, 0.63%, 0.56%, 1.98%, 1.35%, 46.86%, 13.50%,0.00%, 24.21%, 13.21%, 0.14%, 0.36%, 0.36%, 1.36%,0.00%, 0.0, 78.8, 224.9, 96.2, 1300.6, 0.0, 1408.4, 7.045, 134
15, B-SLICE,   15, 38.00,      58184, 0,1.36,34.803, 42.901, 44.720, 37.055,55, 13 12 8 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  4.58%,  2.40%, 25.23%,  7.23%, 15.60%,  3.31%,  9.80%,  1.48%,  0.00%,  1.00%,  2.35%,  1.39%,  1.96%,  5.88%,  7.02%, 10.76%, 86593.36, 5366.90, 5574.91, 155228.49 , 16, 235, 131.82, 28, 193, 122.87, 59, 209, 132.00, 0.00%, 21.95%,0.00%, 20.00%, 31.22%, 11.22%, 2.93%, 8.78%, 3.90%, 0.00%, 16.41%,0.00%, 28.35%, 38.01%, 6.28%, 3.69%, 3.58%, 3.69%, 0.00%, 25.78%,0.00%, 36.69%, 28.42%, 2.46%, 2.46%, 1.38%, 2.82%, 0.00%, 35.95%,0.00%, 33.51%, 26.16%, 0.52%, 0.64%, 0.64%, 2.58%,0.00%, 0.0, 200.1, 158.4, 86.9, 612.4, 0.0, 1480.0, 4.375, 105
16, b-SLICE,   14, 39.00,      56296, 0,1.24,34.708, 42.673, 44.497, 36.928,57, 13 12 ,15 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.86%,  2.65%, 24.74%,  5.51%, 21.70%,  2.78%, 11.63%,  1.52%,  0.00%,  0.69%,  2.17%,  1.30%,  0.65%,  2.43%,  4.04%, 11.33%, 89416.96, 5657.57, 5739.95, 192663.39 , 16, 235, 129.80, 28, 193, 123.02, 54, 211, 131.94, 0.00%, 6.41%,0.00%, 20.51%, 47.01%, 5.77%, 3.63%, 10.90%, 5.77%, 0.00%, 8.69%,0.00%, 38.00%, 38.00%, 2.83%, 2.83%, 5.37%, 4.28%, 0.00%, 16.03%,0.00%, 41.59%, 35.20%, 1.40%, 1.74%, 1.07%, 2.97%, 0.00%, 34.98%,0.00%, 35.82%, 25.00%, 0.72%, 1.08%, 0.06%, 2.34%,0.00%, 0.0, 199.0, 175.5, 90.8, 745.8, 0.0, 1568.0, 4.665, 116
17, P-SLICE,   17, 37.00,      84184, 0,1.31,36.586, 42.899, 44.620, 38.380,55, 16 15 13 12 , -, 0.00%,  0.00%,  0.00%, 0.93%,  0.57%,  3.49%, 1.70%,  1.14%,  9.83%, 2.63%,  1.34%, 10.30%, 0.00%,  2.72%,  1.58%, 16.16%,  3.67%, 13.98%,  1.43%, 10.30%,  1.49%,  0.00%,  0.42%,  1.25%,  2.15%,  0.81%,  1.25%,  3.29%,  7.56%, 61301.57, 5688.84, 4076.19, 325001.56 , 16, 235, 138.88, 29, 192, 122.31, 53, 211, 132.28, 0.00%, 15.79%,0.00%, 25.73%, 27.49%, 11.40%, 6.73%, 8.77%, 4.09%, 17.63%, 5.91%,0.00%, 26.08%, 37.38%, 2.69%, 2.59%, 3.70%, 4.01%, 33.20%, 11.90%,0.00%, 27.49%, 23.65%, 0.63%, 0.70%, 0.67%, 1.76%, 33.29%, 22.63%,0.00%, 22.35%, 18.25%, 0.28%, 1.32%, 0.38%, 1.50%,0.00%, 0.0, 97.8, 186.0, 90.8, 882.5, 0.0, 1560.8, 6.027, 141
18, P-SLICE,   18, 37.00,     108560, 0,1.25,36.655, 42.604, 44.252, 38.349,55, 17 16 15 12 , -, 0.00%,  0.00%,  0.00%, 2.09%,  1.03%,  6.21%, 2.53%,  1.81%, 13.84%, 1.90%,  0.81%,  7.70%, 0.00%,  2.90%,  1.37%, 15.84%,  2.81%, 15.09%,  0.94%,  8.57%,  0.97%,  0.00%,  0.34%,  1.68%,  1.84%,  0.44%,  1.47%,  2.12%,  5.71%, 59166.67, 6168.52, 4241.69, 342750.73 , 16, 235, 140.29, 29, 190, 122.43, 51, 190, 132.01, 0.00%, 9.27%,0.00%, 23.84%, 37.75%, 15.23%, 6.62%, 5.30%, 1.99%, 29.46%, 5.71%,0.00%, 21.87%, 34.09%, 2.36%, 2.36%, 2.86%, 1.28%, 41.52%, 8.69%,0.00%, 25.36%, 22.29%, 0.50%, 0.50%, 0.25%, 0.89%, 29.82%, 21.61%,0.00%, 25.62%, 20.18%, 0.18%, 1.34%, 0.31%, 0.94%,0.00%, 0.0, 136.0, 204.3, 80.5, 1167.6, 0.0, 1676.3, 6.671, 196
19, P-SLICE,   19, 37.00,     121304, 0,1.29,36.723, 42.574, 44.038, 38.368,55, 18 17 16 15 , -, 0.00%,  0.00%,  0.00%, 1.50%,  0.69%,  7.60%, 3.22%,  1.64%, 14.08%, 2.99%,  1.41%, 12.09%, 0.00%,  2.25%,  1.58%, 12.90%,  2.79%, 10.74%,  1.15%,  7.08%,  0.75%,  0.00%,  0.63%,  1.50%,  2.16%,  0.23%,  2.13%,  2.50%,  6.39%, 59141.35, 6480.88, 4665.97, 374608.27 , 16, 235, 139.33, 30, 189, 122.62, 52, 190, 131.81, 0.00%, 5.67%,0.00%, 21.28%, 34.04%, 21.99%, 6.38%, 7.09%, 3.55%, 32.66%, 9.22%,0.00%, 18.35%, 30.45%, 2.74%, 3.51%, 1.87%, 1.20%, 47.17%, 9.96%,0.00%, 24.23%, 15.77%, 0.43%, 0.79%, 0.61%, 1.04%, 41.52%, 21.52%,0.00%, 21.30%, 13.77%, 0.07%, 0.94%, 0.11%, 0.76%,0.00%, 0.0, 192.0, 261.6, 81.8, 1098.0, 0.0, 1845.0, 6.996, 143
20, P-SLICE,   22, 37.00,     164264, 0,1.19,36.396, 42.155, 42.846, 37.922,53, 19 18 17 15 , -, 0.00%,  0.00%,  0.00%, 2.03%,  1.44%, 10.96%, 4.43%,  2.74%, 21.21%, 6.07%,  3.59%, 23.77%, 0.00%,  1.04%,  0.43%,  6.62%,  0.63%,  3.76%,  0.20%,  3.82%,  0.12%,  0.00%,  0.04%,  0.41%,  1.28%,  0.02%,  0.24%,  0.73%,  4.43%, 64113.26, 7901.68, 5725.97, 575587.85 , 16, 235, 142.73, 31, 194, 123.13, 38, 192, 131.99, 0.00%, 1.37%,0.00%, 31.51%, 38.36%, 13.01%, 11.64%, 3.42%, 0.68%, 62.26%, 1.23%,0.00%, 11.38%, 22.42%, 1.05%, 0.70%, 0.66%, 0.31%, 76.23%, 3.05%,0.00%, 13.03%, 7.14%, 0.33%, 0.05%, 0.16%, 0.00%, 69.79%, 11.91%,0.00%, 13.31%, 4.75%, 0.06%, 0.11%, 0.02%, 0.06%,0.00%, 0.0, 317.7, 199.0, 67.2, 1192.2, 0.0, 1956.2, 7.041, 205
21, B-SLICE,   21, 38.00,     176664, 0,1.55,34.546, 41.074, 42.214, 36.320,55, 19 18 17 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.29%,  1.26%, 22.53%,  4.96%, 24.94%,  3.93%, 15.22%,  3.50%,  0.00%,  0.14%,  1.43%,  1.89%,  0.17%,  1.66%,  4.99%, 11.09%, 96912.61, 8972.63, 6725.01, 849967.62 , 16, 235, 141.66, 31, 189, 122.85, 45, 198, 132.23, 0.00%, 4.62%,0.00%, 27.69%, 33.85%, 20.38%, 5.77%, 4.62%, 3.08%, 0.00%, 5.82%,0.00%, 24.77%, 53.42%, 5.22%, 5.13%, 3.42%, 2.22%, 0.00%, 15.82%,0.00%, 29.31%, 45.20%, 1.84%, 3.46%, 1.80%, 2.58%, 0.00%, 33.71%,0.00%, 22.92%, 34.30%, 0.63%, 2.34%, 0.41%, 5.69%,0.00%, 0.0, 361.0, 151.1, 68.3, 794.7, 0.0, 2039.5, 6.494, 148
