GOP_Index,Global_Frame_ID,Is_Test,Encode_Order,Type,POC,QP,Bits,Scenecut,I/P_cost_ratio,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR,Latency,List_0,List_1,Intra_64x64_DC,Intra_64x64_Planar,Intra_64x64_Ang,Intra_32x32_DC,Intra_32x32_Planar,Intra_32x32_Ang,Intra_16x16_DC,Intra_16x16_Planar,Intra_16x16_Ang,Intra_8x8_DC,Intra_8x8_Planar,Intra_8x8_Ang,4x4,Inter_64x64,Inter_64x64_(Rect),Inter_32x32,Inter_32x32_(Rect),Inter_16x16,Inter_16x16_(Rect),Inter_8x8,Inter_8x8_(Rect),Skip_64x64,Skip_32x32,Skip_16x16,Skip_8x8,Merge_64x64,Merge_32x32,Merge_16x16,Merge_8x8,Avg_Luma_Distortion,Avg_Chroma_Distortion,Avg_psyEnergy,Avg_Residual_Energy,Min_Luma_Level,Max_Luma_Level,Avg_Luma_Level,Min_Cb_Level,Max_Cb_Level,Avg_Cb_Level,Min_Cr_Level,Max_Cr_Level,Avg_Cr_Level,Intra_64x64,Skip_64x64.1,AMP_64,Inter_64x64.1,Merge_64x64.1,Inter_64x32,Merge_64x32,Inter_32x64,Merge_32x64,Intra_32x32,Skip_32x32.1,AMP_32,Inter_32x32.1,Merge_32x32.1,Inter_32x16,Merge_32x16,Inter_16x32,Merge_16x32,Intra_16x16,Skip_16x16.1,AMP_16,Inter_16x16.1,Merge_16x16.1,Inter_16x8,Merge_16x8,Inter_8x16,Merge_8x16,Intra_8x8,Skip_8x8.1,AMP_8,Inter_8x8.1,Merge_8x8.1,Inter_8x4,Merge_8x4,Inter_4x8,Merge_4x8,4x4.1,DecideWait_(ms),Row0Wait_(ms),Wall_time_(ms),Ref_Wait_Wall_(ms),Total_CTU_time_(ms),Stall_Time_(ms),Total_frame_time_(ms),Avg_WPP,Row_Blocks
0,10,False,10, B-SLICE,10,38.0,136328,0,1.08,32.784,42.634,41.136,35.059,55, 8 7 3 ,11 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.48%,  0.44%, 11.06%,  2.91%, 14.80%,  6.05%, 27.28%, 13.06%,  0.00%,  0.42%,  1.35%,  5.94%,  0.29%,  1.56%,  3.71%,  9.66%,148173.35,8647.26,13227.54,947199.29,19,235,167.37,90,146,130.33,109,194,127.74, 0.00%, 12.94%,0.00%, 14.12%, 52.94%, 9.41%, 2.35%, 7.65%, 0.59%, 0.00%, 12.38%,0.00%, 14.66%, 54.72%, 7.00%, 1.63%, 6.68%, 2.93%, 0.00%, 17.89%,0.00%, 24.31%, 36.42%, 5.60%, 2.94%, 9.59%, 3.26%, 0.00%, 24.47%,0.00%, 30.21%, 24.84%, 3.38%, 5.25%, 3.09%, 8.75%,0.00%,0.0,135.2,151.2,88.6,596.5,0.0,1063.0,4.939,109
0,11,False,9, P-SLICE,11,37.0,91520,0,1.15,38.144,43.87,43.206,39.493,53, 8 7 5 3 , -, 0.00%,  0.00%,  0.00%, 2.60%,  2.42%, 11.37%, 4.49%,  3.08%, 19.24%, 5.21%,  3.47%, 21.04%, 0.00%,  0.45%,  0.09%,  9.31%,  0.60%,  4.43%,  0.27%,  4.64%,  0.45%,  0.00%,  0.30%,  0.96%,  2.99%,  0.03%,  0.45%,  0.57%,  1.56%,45514.07,6152.4,4594.61,652334.64,27,235,170.24,108,146,130.52,110,192,127.36, 0.00%, 5.26%,0.00%, 15.79%, 63.16%, 7.89%, 2.63%, 5.26%, 0.00%, 60.62%, 2.77%,0.00%, 6.86%, 27.54%, 0.72%, 0.28%, 0.55%, 0.66%, 74.92%, 4.26%,0.00%, 12.46%, 7.61%, 0.13%, 0.13%, 0.29%, 0.21%, 61.45%, 9.41%,0.00%, 22.15%, 6.06%, 0.03%, 0.53%, 0.00%, 0.37%,0.00%,3.9,66.7,187.6,69.9,886.7,0.0,999.8,5.655,64
0,12,False,14, b-SLICE,12,39.0,159720,0,1.16,31.733,41.489,40.504,34.049,57, 11 10 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.80%,  0.39%,  9.72%,  2.28%, 13.62%,  6.29%, 33.07%, 12.30%,  0.00%,  0.17%,  1.06%,  5.57%,  0.13%,  1.82%,  2.75%, 10.02%,191798.23,10979.57,13519.77,1573345.28,17,235,165.33,104,161,131.71,99,196,126.55, 0.00%, 9.84%,0.00%, 18.03%, 42.62%, 14.75%, 4.92%, 8.20%, 1.64%, 0.00%, 14.26%,0.00%, 14.26%, 55.19%, 6.51%, 3.57%, 3.80%, 2.40%, 0.00%, 14.84%,0.00%, 25.04%, 35.67%, 9.61%, 3.71%, 7.88%, 3.25%, 0.00%, 23.10%,0.00%, 31.01%, 27.67%, 3.21%, 6.78%, 1.93%, 6.30%,0.00%,0.0,237.3,153.2,48.5,662.2,0.0,1385.9,5.475,99
0,13,False,15, b-SLICE,13,39.0,148448,0,1.28,31.119,41.034,40.733,33.56,57, 11 10 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.22%,  0.22%,  3.52%,  2.38%, 12.52%,  9.69%, 30.81%, 14.12%,  0.00%,  0.38%,  1.50%, 10.55%,  0.06%,  2.07%,  2.43%,  9.55%,221320.86,10711.87,11249.46,757855.06,19,235,161.19,107,164,133.62,97,194,124.25, 0.00%, 12.50%,0.00%, 18.75%, 25.00%, 17.19%, 4.69%, 12.50%, 9.38%, 0.00%, 29.27%,0.00%, 17.82%, 24.39%, 10.13%, 5.63%, 8.44%, 4.32%, 0.00%, 14.25%,0.00%, 33.54%, 17.08%, 14.81%, 6.41%, 9.68%, 4.23%, 0.00%, 28.82%,0.00%, 29.53%, 21.41%, 3.71%, 7.39%, 2.31%, 6.82%,0.00%,0.0,178.6,160.5,48.5,617.2,0.0,1388.7,5.536,81
0,14,False,13, B-SLICE,14,38.0,205920,0,1.87,31.211,40.7,40.833,33.6,54, 11 10 7 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.15%,  0.13%,  2.79%,  1.81%,  8.73%,  9.46%, 35.37%, 20.43%,  0.00%,  0.16%,  0.87%,  8.70%,  0.06%,  0.94%,  1.68%,  8.71%,217920.1,10919.97,10836.16,778129.3,19,235,162.23,103,164,134.58,96,197,122.97, 0.00%, 18.52%,0.00%, 25.93%, 18.52%, 22.22%, 3.70%, 3.70%, 7.41%, 0.00%, 19.38%,0.00%, 16.30%, 32.60%, 10.90%, 3.85%, 12.11%, 4.85%, 0.00%, 11.66%,0.00%, 28.26%, 16.89%, 13.27%, 4.37%, 17.83%, 7.73%, 0.00%, 22.62%,0.00%, 32.67%, 18.17%, 6.61%, 6.44%, 4.87%, 8.62%,0.00%,0.0,186.7,158.0,79.0,707.6,0.0,1278.9,5.484,52
0,15,False,16, b-SLICE,15,39.0,175928,0,1.47,31.466,41.463,40.238,33.812,56, 14 11 10 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.33%,  0.17%,  5.45%,  2.43%, 10.85%,  6.85%, 33.55%, 15.69%,  0.00%,  0.36%,  1.40%,  6.49%,  0.15%,  1.49%,  3.27%, 11.51%,205687.42,11446.32,13059.88,1033148.48,21,235,162.73,80,161,132.11,96,193,126.24, 0.00%, 23.08%,0.00%, 12.82%, 38.46%, 10.26%, 0.00%, 7.69%, 7.69%, 0.00%, 19.02%,0.00%, 12.05%, 43.97%, 9.17%, 3.57%, 7.81%, 4.41%, 0.00%, 19.56%,0.00%, 25.92%, 25.85%, 11.78%, 2.94%, 10.57%, 3.39%, 0.00%, 24.93%,0.00%, 30.99%, 22.35%, 3.58%, 7.08%, 3.57%, 7.50%,0.00%,0.0,125.7,164.0,48.5,642.5,0.0,1384.5,4.829,208
0,16,False,12, P-SLICE,16,37.0,290248,0,1.2,31.869,41.179,40.893,34.161,51, 11 10 8 7 , -, 0.00%,  0.00%,  0.00%, 0.35%,  0.14%,  1.65%, 0.62%,  0.84%,  6.36%, 2.97%,  2.83%, 16.42%, 0.00%,  0.10%,  0.09%,  1.93%,  0.55%,  4.98%,  4.30%, 29.30%, 14.42%,  0.00%,  0.27%,  0.78%,  5.89%,  0.00%,  0.47%,  0.90%,  3.86%,190824.3,11140.71,10587.94,1183148.3,19,235,162.02,110,184,133.94,95,194,123.84, 0.00%, 0.00%,0.00%, 11.76%, 41.18%, 23.53%, 5.88%, 17.65%, 0.00%, 40.00%, 13.70%,0.00%, 12.61%, 23.48%, 2.28%, 1.41%, 4.78%, 1.74%, 39.39%, 8.44%,0.00%, 20.11%, 10.38%, 6.71%, 2.14%, 10.38%, 2.46%, 28.06%, 12.31%,0.00%, 29.94%, 11.49%, 3.33%, 4.23%, 4.45%, 6.20%,0.00%,0.0,112.2,220.8,54.4,926.7,0.0,1199.6,5.499,60
0,17,False,17, P-SLICE,17,37.0,143944,0,1.11,33.327,43.096,41.624,35.585,55, 16 14 11 10 , -, 0.00%,  0.00%,  0.00%, 0.19%,  0.20%,  1.85%, 0.70%,  0.44%,  5.89%, 1.94%,  1.72%, 17.78%, 0.00%,  0.31%,  0.06%,  6.31%,  0.80%,  9.93%,  1.70%, 16.61%,  5.43%,  0.00%,  0.61%,  3.54%,  7.20%,  0.06%,  2.54%,  5.19%,  9.00%,128837.63,8268.45,12648.19,489461.97,19,235,169.53,86,185,130.29,94,193,127.92, 0.00%, 13.04%,0.00%, 17.39%, 56.52%, 4.35%, 0.00%, 4.35%, 4.35%, 17.93%, 25.19%,0.00%, 12.00%, 38.52%, 2.22%, 1.33%, 1.11%, 1.70%, 24.19%, 29.98%,0.00%, 20.11%, 19.86%, 1.08%, 0.83%, 2.55%, 1.40%, 32.86%, 24.83%,0.00%, 20.77%, 13.22%, 0.70%, 2.11%, 1.12%, 4.38%,0.00%,0.0,15.1,182.4,48.5,699.4,0.0,1392.9,4.742,133
0,18,True,18, P-SLICE,18,37.0,85384,0,1.2,33.965,43.163,41.376,36.041,55, 17 16 14 10 , -, 0.00%,  0.00%,  0.00%, 0.39%,  0.24%,  1.52%, 0.78%,  0.81%,  4.01%, 1.59%,  0.90%,  7.70%, 0.00%,  0.93%,  0.27%,  7.40%,  3.35%, 11.95%,  5.25%, 20.41%,  6.60%,  0.00%,  0.73%,  2.79%,  6.94%,  0.34%,  2.25%,  3.74%,  9.12%,110778.79,8122.16,9834.35,254627.28,18,235,172.06,88,186,129.93,93,195,128.63, 0.00%, 22.22%,0.00%, 22.22%, 38.10%, 5.56%, 5.56%, 3.17%, 3.17%, 13.54%, 18.77%,0.00%, 14.15%, 32.46%, 9.23%, 3.08%, 6.62%, 2.15%, 17.72%, 20.67%,0.00%, 29.64%, 15.33%, 4.80%, 3.10%, 5.92%, 2.83%, 16.81%, 26.49%,0.00%, 31.57%, 14.23%, 1.37%, 3.31%, 1.79%, 4.42%,0.00%,0.0,36.6,191.7,85.6,684.1,0.0,1489.5,4.226,79
0,19,False,21, b-SLICE,19,39.0,61320,0,1.47,32.877,42.557,41.018,35.105,57, 18 17 ,20 21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.91%,  0.84%,  8.28%,  5.04%, 13.48%,  7.82%, 17.65%,  8.86%,  0.00%,  1.20%,  2.62%,  6.27%,  0.71%,  4.30%,  6.76%, 14.26%,139991.52,8838.94,10995.82,444195.64,21,235,173.78,86,197,130.11,81,194,128.43, 0.00%, 20.75%,0.00%, 30.19%, 25.47%, 5.19%, 5.19%, 9.43%, 4.72%, 0.00%, 29.21%,0.00%, 21.82%, 22.16%, 5.84%, 3.44%, 11.00%, 6.53%, 0.00%, 27.86%,0.00%, 30.16%, 18.73%, 4.23%, 3.84%, 8.17%, 7.01%, 0.00%, 36.21%,0.00%, 29.92%, 18.42%, 1.80%, 5.18%, 2.77%, 5.92%,0.00%,0.0,208.2,98.9,55.3,459.2,0.0,1674.0,5.803,96
0,20,False,20, B-SLICE,20,38.0,82544,0,1.5,32.814,42.824,41.065,35.096,55, 18 17 14 ,21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.95%,  0.54%, 11.01%,  4.14%, 17.37%,  8.25%, 19.26%,  9.63%,  0.00%,  0.94%,  1.75%,  4.07%,  1.08%,  3.87%,  4.81%, 11.31%,144130.14,8503.14,11909.11,410167.34,19,235,173.06,92,199,129.76,82,195,129.11, 0.00%, 30.19%,0.00%, 16.98%, 37.74%, 7.08%, 2.36%, 3.30%, 2.36%, 0.00%, 24.11%,0.00%, 19.90%, 35.24%, 3.46%, 2.45%, 10.37%, 4.47%, 0.00%, 18.61%,0.00%, 28.05%, 29.96%, 4.58%, 3.24%, 8.78%, 6.77%, 0.00%, 28.28%,0.00%, 30.45%, 23.58%, 1.98%, 3.47%, 2.44%, 9.81%,0.00%,0.0,135.8,134.4,74.0,463.6,0.0,1627.9,4.478,119
0,21,False,19, P-SLICE,21,37.0,137712,0,1.33,33.026,42.873,41.043,35.259,53, 18 17 16 14 , -, 0.00%,  0.00%,  0.00%, 0.43%,  0.32%,  2.75%, 1.45%,  0.88%,  8.26%, 3.11%,  1.68%, 21.97%, 0.00%,  1.43%,  0.18%,  5.88%,  1.25%,  7.76%,  2.25%, 15.38%,  6.08%,  0.00%,  0.45%,  1.95%,  5.67%,  0.32%,  1.59%,  2.25%,  6.72%,137864.45,8862.15,12257.27,537859.79,18,235,173.25,93,200,129.55,83,195,129.55, 0.00%, 16.47%,0.00%, 16.47%, 57.65%, 0.59%, 1.76%, 4.71%, 2.35%, 27.60%, 16.13%,0.00%, 8.24%, 38.17%, 2.78%, 0.99%, 3.58%, 2.51%, 39.41%, 15.61%,0.00%, 17.38%, 19.24%, 0.68%, 0.42%, 4.43%, 2.83%, 39.67%, 18.37%,0.00%, 19.48%, 13.46%, 0.61%, 1.99%, 1.73%, 4.69%,0.00%,0.0,24.8,195.2,102.2,684.5,0.0,1566.0,4.461,55
