Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, B-SLICE,   11, 38.00,     402728, 0,1.32,29.227, 35.514, 35.840, 30.840,54, 8 7 6 ,13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.19%,  2.09%, 23.99%,  5.40%, 27.63%,  2.77%, 23.34%,  6.66%,  0.00%,  0.04%,  0.86%,  1.55%,  0.00%,  0.04%,  1.40%,  3.03%, 322476.41, 34808.26, 14719.29, 2683624.78 , 21, 235, 148.32, 60, 147, 118.54, 90, 195, 128.21, 0.00%, 0.00%,0.00%, 19.78%, 16.48%, 29.12%, 3.85%, 28.57%, 2.20%, 0.00%, 0.24%,0.00%, 20.47%, 61.65%, 7.00%, 1.00%, 8.82%, 0.82%, 0.00%, 6.29%,0.00%, 39.76%, 46.25%, 3.30%, 1.00%, 1.70%, 1.70%, 0.00%, 11.06%,0.00%, 30.92%, 41.90%, 1.83%, 4.01%, 1.26%, 9.02%,0.00%, 0.0, 233.1, 311.5, 166.5, 1042.7, 0.0, 1676.1, 4.073, 37
11, b-SLICE,    9, 39.00,     186224, 0,1.28,31.162, 36.626, 36.669, 32.534,57, 8 6 ,11 13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.50%,  0.70%,  9.44%,  7.34%, 29.08%, 11.77%, 22.66%,  5.10%,  0.00%,  0.25%,  1.10%,  4.00%,  0.15%,  0.85%,  2.65%,  4.42%, 214588.74, 28131.40, 10092.04, 872768.40 , 18, 235, 151.85, 62, 145, 118.93, 89, 192, 128.28, 0.00%, 11.11%,0.00%, 18.52%, 18.52%, 31.48%, 1.85%, 17.59%, 0.93%, 0.00%, 5.88%,0.00%, 22.46%, 32.35%, 20.45%, 4.14%, 12.30%, 2.41%, 0.00%, 7.98%,0.00%, 35.39%, 31.56%, 12.61%, 3.30%, 6.60%, 2.55%, 0.00%, 20.60%,0.00%, 32.21%, 34.72%, 1.31%, 3.82%, 1.01%, 6.33%,0.00%, 3.2, 254.9, 303.3, 184.1, 814.0, 0.0, 1794.6, 3.216, 19
12, b-SLICE,   10, 39.00,     178064, 0,1.11,29.062, 35.715, 35.978, 30.758,57, 8 6 ,11 13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.22%,  0.90%,  8.83%,  5.47%, 17.91%, 12.73%, 26.50%, 11.53%,  0.00%,  0.24%,  1.73%,  5.20%,  0.11%,  1.10%,  2.28%,  5.25%, 334799.95, 33835.05, 13768.54, 728040.82 , 19, 235, 150.22, 60, 148, 119.45, 90, 192, 128.39, 0.00%, 8.93%,0.00%, 8.93%, 8.93%, 44.64%, 1.79%, 25.89%, 0.89%, 0.00%, 8.20%,0.00%, 28.49%, 29.84%, 13.64%, 3.02%, 11.09%, 5.71%, 0.00%, 10.94%,0.00%, 30.96%, 23.43%, 21.49%, 7.02%, 3.14%, 3.02%, 0.00%, 19.87%,0.00%, 29.51%, 28.71%, 3.03%, 10.71%, 0.96%, 7.22%,0.00%, 0.0, 178.7, 303.4, 184.1, 739.5, 0.0, 1792.5, 3.156, 40
13, b-SLICE,   12, 39.00,     117048, 0,1.04,32.654, 37.550, 37.548, 33.878,56, 11 8 6 ,13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.61%,  0.32%,  7.24%,  4.38%, 21.03%, 15.75%, 22.74%,  5.35%,  0.00%,  0.44%,  2.44%,  8.17%,  0.15%,  1.22%,  3.39%,  6.78%, 158775.93, 22775.80, 6414.21, 564776.86 , 23, 235, 155.85, 62, 146, 120.04, 89, 191, 127.12, 0.00%, 13.73%,0.00%, 52.94%, 3.92%, 15.69%, 1.96%, 7.84%, 3.92%, 0.00%, 11.92%,0.00%, 34.84%, 21.87%, 15.31%, 5.81%, 6.03%, 4.22%, 0.00%, 13.08%,0.00%, 35.84%, 15.77%, 21.46%, 6.40%, 4.39%, 3.07%, 0.00%, 31.81%,0.00%, 33.06%, 23.75%, 2.31%, 4.73%, 0.76%, 3.58%,0.00%, 0.0, 98.7, 311.0, 184.1, 748.7, 0.0, 1787.4, 3.026, 32
14, P-SLICE,   16, 37.00,     511336, 0,1.32,29.711, 36.066, 36.486, 31.352,53, 13 11 8 6 , -, 0.00%,  0.00%,  0.00%, 3.03%,  5.68%,  5.07%, 3.03%,  2.09%, 13.65%, 5.07%,  3.38%, 23.16%, 0.00%,  0.29%,  0.97%,  8.34%,  1.50%, 11.13%,  0.86%,  7.88%,  1.47%,  0.00%,  0.03%,  0.70%,  1.93%,  0.00%,  0.08%,  0.13%,  0.54%, 288133.93, 31874.73, 13538.24, 1906443.42 , 20, 235, 144.25, 64, 145, 117.96, 89, 191, 128.72, 0.00%, 0.00%,0.00%, 17.02%, 6.38%, 37.23%, 1.06%, 38.30%, 0.00%, 56.05%, 0.44%,0.00%, 13.52%, 23.88%, 3.05%, 0.44%, 2.18%, 0.44%, 55.03%, 2.44%,0.00%, 20.52%, 19.50%, 0.86%, 0.63%, 0.75%, 0.28%, 65.21%, 5.09%,0.00%, 13.88%, 12.78%, 0.17%, 1.00%, 0.22%, 1.66%,0.00%, 0.0, 8.0, 295.9, 117.2, 1373.5, 0.0, 1811.6, 5.312, 38
15, B-SLICE,   15, 38.00,     285808, 0,1.53,28.963, 35.505, 35.968, 30.656,55, 13 11 8 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.10%,  0.18%,  3.53%,  2.89%, 12.73%, 12.82%, 42.55%, 15.06%,  0.00%,  0.10%,  0.72%,  5.09%,  0.00%,  0.27%,  1.04%,  2.92%, 348081.36, 34205.11, 12412.26, 933133.73 , 23, 235, 145.12, 61, 147, 118.20, 87, 191, 128.33, 0.00%, 0.00%,0.00%, 18.18%, 18.18%, 36.36%, 0.00%, 25.00%, 2.27%, 0.00%, 5.17%,0.00%, 27.63%, 27.09%, 18.89%, 4.10%, 14.53%, 2.58%, 0.00%, 6.17%,0.00%, 27.14%, 21.74%, 30.67%, 4.43%, 7.56%, 2.30%, 0.00%, 11.78%,0.00%, 37.52%, 28.56%, 8.12%, 7.81%, 1.86%, 4.35%,0.00%, 0.0, 0.0, 293.5, 160.5, 916.7, 0.0, 1950.2, 3.674, 21
16, b-SLICE,   14, 39.00,     222792, 0,1.33,27.658, 35.130, 35.606, 29.586,57, 13 11 ,15 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.29%,  0.53%,  6.02%,  4.86%, 16.84%,  7.72%, 30.14%, 15.55%,  0.00%,  0.37%,  1.33%,  3.83%,  0.07%,  1.27%,  3.50%,  7.66%, 456012.19, 37815.53, 18434.60, 834087.80 , 21, 235, 147.05, 59, 147, 118.48, 86, 191, 128.38, 0.00%, 8.16%,0.00%, 18.37%, 14.29%, 41.84%, 3.06%, 11.22%, 3.06%, 0.00%, 12.50%,0.00%, 24.02%, 26.40%, 21.07%, 8.43%, 4.00%, 3.58%, 0.00%, 15.52%,0.00%, 25.41%, 34.30%, 9.72%, 9.48%, 2.70%, 2.93%, 0.00%, 18.96%,0.00%, 20.50%, 34.90%, 2.37%, 13.15%, 1.05%, 9.07%,0.00%, 0.0, 0.0, 261.9, 175.9, 640.5, 0.0, 2032.4, 3.073, 31
17, P-SLICE,   19, 37.00,     609144, 0,1.08,29.013, 35.773, 36.149, 30.750,53, 16 15 13 11 , -, 0.00%,  0.00%,  0.00%, 7.04%, 16.37%,  8.49%, 5.22%,  4.38%, 14.79%, 5.59%,  3.50%, 17.96%, 0.00%,  0.17%,  0.27%,  6.37%,  0.13%,  4.72%,  0.07%,  3.20%,  0.54%,  0.00%,  0.00%,  0.07%,  0.74%,  0.00%,  0.00%,  0.10%,  0.27%, 334781.79, 34490.52, 14917.53, 2645328.81 , 21, 235, 142.32, 63, 151, 118.29, 88, 193, 126.85, 0.00%, 0.00%,0.00%, 15.38%, 23.08%, 42.31%, 3.85%, 15.38%, 0.00%, 80.80%, 0.00%,0.00%, 5.20%, 13.65%, 0.17%, 0.00%, 0.17%, 0.00%, 75.03%, 0.52%,0.00%, 13.26%, 10.98%, 0.00%, 0.00%, 0.16%, 0.05%, 70.94%, 2.65%,0.00%, 19.88%, 5.12%, 0.13%, 0.40%, 0.18%, 0.71%,0.00%, 0.0, 4.7, 345.4, 168.3, 1546.8, 0.0, 2064.2, 5.122, 19
18, B-SLICE,   18, 38.00,     381024, 0,1.80,29.340, 35.698, 35.984, 30.966,55, 16 15 11 ,19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.76%,  0.61%,  7.07%,  2.40%, 13.13%, 10.65%, 46.97%, 12.26%,  0.00%,  0.07%,  0.59%,  2.87%,  0.00%,  0.17%,  0.48%,  1.95%, 324978.70, 33636.00, 11187.69, 1930407.17 , 19, 235, 144.50, 63, 145, 117.89, 89, 193, 128.29, 0.00%, 0.00%,0.00%, 15.19%, 40.51%, 26.58%, 1.27%, 15.82%, 0.63%, 0.00%, 2.36%,0.00%, 29.97%, 44.28%, 7.74%, 1.68%, 10.94%, 3.03%, 0.00%, 4.05%,0.00%, 28.02%, 27.69%, 18.84%, 1.86%, 15.97%, 3.56%, 0.00%, 7.17%,0.00%, 43.91%, 30.70%, 5.90%, 4.28%, 3.37%, 4.68%,0.00%, 0.0, 154.9, 351.7, 182.1, 1235.3, 0.0, 2239.7, 4.135, 42
19, b-SLICE,   17, 39.00,     136688, 0,1.22,28.645, 35.641, 35.999, 30.438,57, 16 15 ,18 19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.21%,  0.25%,  3.16%,  3.56%, 18.16%, 15.42%, 28.55%,  9.63%,  0.00%,  0.33%,  2.27%,  9.04%,  0.11%,  1.13%,  2.34%,  5.85%, 366252.02, 33773.44, 13552.93, 524761.06 , 19, 235, 144.10, 66, 144, 118.03, 88, 192, 128.64, 0.00%, 19.44%,0.00%, 22.22%, 13.89%, 13.89%, 2.78%, 20.83%, 6.94%, 0.00%, 16.82%,0.00%, 28.52%, 13.71%, 17.92%, 4.94%, 14.53%, 3.56%, 0.00%, 11.61%,0.00%, 38.15%, 11.37%, 23.72%, 5.86%, 5.94%, 3.34%, 0.00%, 26.56%,0.00%, 34.55%, 21.71%, 2.38%, 7.11%, 1.45%, 6.24%,0.00%, 0.0, 255.9, 294.7, 188.0, 769.3, 0.0, 2348.9, 3.664, 45
20, P-SLICE,   20, 37.00,     747920, 0,1.62,27.966, 35.298, 35.698, 29.849,55, 19 18 16 15 , -, 0.00%,  0.00%,  0.00%, 6.58%, 15.54%,  6.95%, 4.80%,  5.91%, 13.22%, 4.09%,  3.26%, 17.92%, 0.00%,  0.44%,  0.50%,  6.68%,  0.10%,  6.54%,  0.07%,  5.74%,  0.87%,  0.00%,  0.00%,  0.00%,  0.34%,  0.00%,  0.00%,  0.07%,  0.40%, 423669.22, 38255.54, 16808.47, 3253703.45 , 19, 235, 139.59, 56, 153, 119.64, 86, 193, 125.74, 0.00%, 0.00%,0.00%, 7.14%, 39.29%, 41.07%, 1.79%, 7.14%, 3.57%, 78.73%, 0.00%,0.00%, 5.00%, 16.00%, 0.18%, 0.00%, 0.09%, 0.00%, 70.87%, 0.20%,0.00%, 14.61%, 14.12%, 0.00%, 0.00%, 0.10%, 0.10%, 64.91%, 1.90%,0.00%, 20.34%, 10.60%, 0.00%, 0.52%, 0.22%, 1.51%,0.00%, 0.0, 130.4, 376.1, 188.0, 1781.9, 0.0, 2389.0, 5.583, 45
21, P-SLICE,   22, 37.00,     734696, 0,1.48,28.399, 34.775, 35.458, 30.078,54, 20 19 18 15 , -, 0.00%,  0.00%,  0.00%, 9.70%, 25.82%,  5.30%, 4.48%,  4.70%, 10.52%, 4.05%,  2.37%, 10.82%, 0.00%,  0.47%,  0.78%,  9.40%,  0.43%,  4.74%,  0.39%,  5.26%,  0.26%,  0.00%,  0.00%,  0.00%,  0.39%,  0.00%,  0.00%,  0.00%,  0.13%, 386812.82, 41733.79, 15445.79, 2895034.06 , 21, 235, 138.04, 60, 158, 116.20, 84, 186, 120.69, 0.00%, 0.00%,0.00%, 6.90%, 31.03%, 48.28%, 0.00%, 13.79%, 0.00%, 78.46%, 0.00%,0.00%, 6.96%, 13.75%, 0.37%, 0.04%, 0.29%, 0.12%, 68.21%, 0.00%,0.00%, 20.45%, 10.00%, 0.22%, 0.07%, 0.90%, 0.15%, 54.95%, 1.65%,0.00%, 33.10%, 9.48%, 0.00%, 0.27%, 0.07%, 0.48%,0.00%, 0.0, 261.5, 363.7, 153.6, 1652.8, 0.0, 2557.8, 5.526, 39
