Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 34.00,     126672, 0,1.53,37.053, 44.127, 44.999, 38.931,56, 8 5 2 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.62%,  1.19%, 12.53%,  6.66%, 20.64%,  7.48%, 20.43%,  6.42%,  0.00%,  0.66%,  2.80%,  3.65%,  0.58%,  2.17%,  4.02%,  8.14%, 52517.25, 4414.21, 4506.49, 212703.86 , 16, 235, 131.38, 30, 195, 123.42, 51, 193, 132.71, 0.00%, 13.25%,0.00%, 39.16%, 20.48%, 15.36%, 4.52%, 4.22%, 3.01%, 0.00%, 11.98%,0.00%, 36.62%, 23.18%, 12.65%, 8.85%, 4.65%, 2.07%, 0.00%, 17.12%,0.00%, 45.52%, 18.58%, 5.64%, 5.18%, 4.28%, 3.68%, 0.00%, 26.28%,0.00%, 30.35%, 29.23%, 3.03%, 5.92%, 1.15%, 4.21%,0.00%, 5.8, 9.2, 240.5, 130.5, 717.9, 0.0, 1292.8, 4.231, 61
11, P-SLICE,   13, 32.00,     266816, 0,1.08,39.113, 45.084, 46.589, 40.794,53, 10 8 5 2 , -, 0.00%,  0.00%,  0.00%, 2.49%,  3.31%, 15.46%, 2.57%,  2.12%, 16.40%, 3.83%,  2.02%, 12.81%, 0.00%,  0.81%,  0.47%,  9.16%,  0.94%, 11.63%,  1.78%, 10.20%,  0.94%,  0.00%,  0.02%,  0.64%,  1.16%,  0.00%,  0.00%,  0.35%,  0.89%, 33523.72, 3556.46, 3423.62, 735960.35 , 16, 235, 129.53, 30, 194, 122.87, 54, 207, 132.25, 0.00%, 0.00%,0.00%, 23.08%, 40.38%, 16.35%, 0.96%, 19.23%, 0.00%, 64.69%, 0.08%,0.00%, 11.34%, 21.04%, 1.39%, 0.26%, 0.90%, 0.30%, 52.65%, 2.47%,0.00%, 23.74%, 16.71%, 2.47%, 0.62%, 0.99%, 0.37%, 49.48%, 5.43%,0.00%, 26.96%, 15.64%, 0.23%, 1.08%, 0.29%, 0.88%,0.00%, 0.0, 6.1, 273.6, 104.1, 1629.8, 0.0, 1327.9, 6.714, 206
12, B-SLICE,   12, 33.00,     237320, 0,1.30,37.937, 44.165, 45.694, 39.685,55, 10 8 5 ,13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.83%,  1.14%, 18.79%,  3.68%, 27.16%,  5.75%, 27.63%,  4.02%,  0.00%,  0.08%,  0.75%,  2.02%,  0.00%,  0.16%,  1.45%,  4.54%, 44139.99, 4119.14, 3530.81, 499854.07 , 16, 235, 130.61, 31, 194, 123.01, 55, 208, 132.29, 0.00%, 0.00%,0.00%, 30.07%, 41.18%, 14.05%, 0.33%, 11.44%, 2.94%, 0.00%, 0.96%,0.00%, 30.77%, 53.10%, 5.72%, 1.34%, 6.04%, 2.08%, 0.00%, 5.52%,0.00%, 37.73%, 42.34%, 3.93%, 2.50%, 4.77%, 3.21%, 0.00%, 14.78%,0.00%, 29.44%, 46.73%, 1.78%, 1.96%, 1.20%, 4.12%,0.00%, 0.0, 43.5, 236.0, 112.1, 1108.4, 0.0, 1453.0, 5.622, 103
13, b-SLICE,   11, 34.00,     135944, 0,1.33,37.352, 44.304, 45.502, 39.240,57, 10 8 ,12 13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.44%,  1.75%, 16.03%,  4.75%, 22.53%,  6.98%, 19.89%,  4.96%,  0.00%,  0.59%,  1.78%,  3.59%,  0.53%,  1.63%,  3.83%,  7.72%, 49221.98, 4137.88, 3824.40, 318438.39 , 16, 235, 132.34, 31, 189, 123.25, 52, 190, 132.46, 0.00%, 9.33%,0.00%, 34.20%, 25.91%, 15.03%, 4.15%, 7.51%, 3.89%, 0.00%, 8.98%,0.00%, 38.32%, 33.53%, 4.79%, 2.40%, 7.31%, 4.67%, 0.00%, 13.82%,0.00%, 45.25%, 23.76%, 3.65%, 2.92%, 5.08%, 5.52%, 0.00%, 26.17%,0.00%, 31.80%, 30.56%, 1.37%, 4.12%, 1.20%, 4.77%,0.00%, 0.0, 70.8, 201.5, 116.6, 750.7, 0.0, 1537.1, 4.365, 57
14, P-SLICE,   16, 32.00,     286904, 0,1.63,38.854, 44.986, 46.757, 40.609,53, 13 12 10 8 , -, 0.00%,  0.00%,  0.00%, 2.26%,  1.98%, 14.18%, 3.37%,  2.36%, 20.30%, 4.92%,  2.56%, 17.87%, 0.00%,  0.43%,  0.41%,  6.36%,  1.33%,  9.60%,  1.27%,  7.88%,  0.73%,  0.00%,  0.09%,  0.15%,  1.35%,  0.00%,  0.17%,  0.06%,  0.39%, 35691.30, 3556.16, 3530.39, 463411.01 , 16, 235, 135.97, 27, 190, 122.46, 59, 209, 132.14, 0.00%, 0.00%,0.00%, 10.26%, 41.03%, 17.95%, 0.00%, 26.92%, 3.85%, 66.59%, 0.93%,0.00%, 11.42%, 16.24%, 1.40%, 0.08%, 2.95%, 0.39%, 63.36%, 0.52%,0.00%, 20.39%, 12.65%, 0.81%, 0.18%, 1.54%, 0.55%, 62.11%, 4.26%,0.00%, 20.21%, 11.63%, 0.24%, 0.34%, 0.47%, 0.74%,0.00%, 0.0, 67.6, 276.6, 116.6, 1582.2, 0.0, 1581.5, 7.510, 117
15, B-SLICE,   15, 33.00,     147072, 0,1.36,37.840, 44.693, 46.489, 39.778,55, 13 12 8 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.76%,  1.96%, 18.37%,  6.42%, 26.35%,  4.00%, 19.30%,  3.88%,  0.00%,  0.28%,  1.52%,  2.11%,  0.56%,  2.61%,  3.20%,  6.67%, 43676.29, 3551.33, 3582.22, 115967.46 , 16, 235, 131.82, 28, 193, 122.87, 59, 209, 132.00, 0.00%, 10.59%,0.00%, 21.18%, 31.18%, 16.76%, 5.00%, 11.76%, 3.53%, 0.00%, 9.77%,0.00%, 25.32%, 43.17%, 11.76%, 3.15%, 4.25%, 2.57%, 0.00%, 11.56%,0.00%, 35.74%, 42.89%, 2.81%, 3.42%, 1.37%, 2.21%, 0.00%, 22.32%,0.00%, 26.89%, 40.93%, 1.22%, 2.17%, 0.91%, 5.56%,0.00%, 0.0, 207.5, 206.3, 113.2, 782.9, 0.0, 1670.1, 4.414, 74
16, b-SLICE,   14, 34.00,     126936, 0,1.24,37.437, 44.483, 46.058, 39.395,57, 13 12 ,15 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  4.15%,  1.38%, 18.49%,  4.92%, 31.61%,  4.49%, 20.15%,  2.46%,  0.00%,  0.28%,  1.60%,  1.20%,  0.12%,  0.74%,  2.55%,  5.87%, 48605.10, 3789.81, 3955.86, 160292.30 , 16, 235, 129.80, 28, 193, 123.02, 54, 211, 131.94, 0.00%, 2.17%,0.00%, 20.65%, 52.72%, 7.61%, 2.72%, 9.51%, 4.62%, 0.00%, 3.86%,0.00%, 35.91%, 41.52%, 6.61%, 2.63%, 5.44%, 4.04%, 0.00%, 9.03%,0.00%, 43.28%, 37.93%, 2.78%, 1.71%, 2.07%, 3.21%, 0.00%, 19.10%,0.00%, 31.89%, 42.36%, 0.33%, 2.08%, 0.62%, 3.61%,0.00%, 0.0, 227.1, 232.2, 121.5, 924.9, 0.0, 1781.3, 4.616, 66
17, P-SLICE,   17, 32.00,     186680, 0,1.31,39.632, 45.075, 46.659, 41.191,55, 16 15 13 12 , -, 0.00%,  0.00%,  0.00%, 1.04%,  1.00%,  4.56%, 2.18%,  1.54%, 12.45%, 3.79%,  1.90%, 13.36%, 0.00%,  1.50%,  0.79%, 12.45%,  2.47%, 14.26%,  1.11%, 12.36%,  1.75%,  0.00%,  0.29%,  1.34%,  2.36%,  0.07%,  1.13%,  1.59%,  4.72%, 30510.85, 3481.73, 2938.67, 252657.53 , 16, 235, 138.88, 29, 192, 122.31, 53, 211, 132.28, 0.00%, 2.88%,0.00%, 37.50%, 25.96%, 21.63%, 5.29%, 4.81%, 1.92%, 27.15%, 5.88%,0.00%, 25.47%, 31.34%, 3.03%, 2.66%, 2.33%, 2.15%, 41.82%, 7.57%,0.00%, 24.16%, 23.58%, 0.67%, 0.79%, 0.44%, 0.97%, 41.75%, 15.51%,0.00%, 18.64%, 20.28%, 0.52%, 1.42%, 0.22%, 1.67%,0.00%, 0.0, 107.8, 247.4, 121.5, 1090.6, 0.0, 1778.7, 5.549, 117
18, P-SLICE,   18, 32.00,     195760, 0,1.25,39.572, 44.845, 46.359, 41.080,55, 17 16 15 12 , -, 0.00%,  0.00%,  0.00%, 1.54%,  1.05%,  5.83%, 2.42%,  1.35%, 14.67%, 2.22%,  1.62%, 13.85%, 0.00%,  1.44%,  1.00%, 14.35%,  2.82%, 13.93%,  1.57%, 11.68%,  1.05%,  0.00%,  0.07%,  0.87%,  1.87%,  0.10%,  0.77%,  1.30%,  2.64%, 30371.83, 3695.73, 3015.04, 301806.43 , 16, 235, 140.29, 29, 190, 122.43, 51, 190, 132.01, 0.00%, 3.92%,0.00%, 18.63%, 38.24%, 20.59%, 10.78%, 6.86%, 0.98%, 30.15%, 3.03%,0.00%, 20.16%, 36.57%, 2.90%, 2.90%, 2.90%, 1.38%, 45.29%, 5.32%,0.00%, 23.32%, 22.22%, 0.95%, 1.32%, 0.73%, 0.86%, 43.29%, 11.04%,0.00%, 21.10%, 22.01%, 0.34%, 1.25%, 0.34%, 0.64%,0.00%, 0.0, 153.4, 260.5, 118.1, 1411.7, 0.0, 1908.6, 6.357, 140
19, P-SLICE,   19, 32.00,     221816, 0,1.29,39.559, 44.647, 45.999, 41.000,55, 18 17 16 15 , -, 0.00%,  0.00%,  0.00%, 1.37%,  0.67%,  6.81%, 2.95%,  1.58%, 13.74%, 3.11%,  2.09%, 16.11%, 0.00%,  1.30%,  0.84%, 12.88%,  2.19%, 13.64%,  1.39%,  9.86%,  0.91%,  0.00%,  0.14%,  0.81%,  2.19%,  0.02%,  0.56%,  1.95%,  2.88%, 30810.07, 4024.55, 3342.64, 330264.26 , 16, 235, 139.33, 30, 189, 122.62, 52, 190, 131.81, 0.00%, 1.08%,0.00%, 22.58%, 37.63%, 24.73%, 8.60%, 1.61%, 3.76%, 34.05%, 2.68%,0.00%, 17.87%, 37.00%, 3.44%, 2.10%, 2.10%, 0.76%, 45.25%, 6.85%,0.00%, 21.59%, 22.86%, 0.75%, 0.75%, 0.83%, 1.12%, 49.95%, 11.87%,0.00%, 18.68%, 17.37%, 0.11%, 0.93%, 0.22%, 0.87%,0.00%, 0.0, 218.6, 288.2, 112.9, 1213.9, 0.0, 2070.7, 6.588, 118
20, P-SLICE,   22, 32.00,     280336, 0,1.19,39.103, 44.184, 44.954, 40.470,53, 19 18 17 15 , -, 0.00%,  0.00%,  0.00%, 1.68%,  0.95%, 11.82%, 3.56%,  2.32%, 25.43%, 6.52%,  4.15%, 31.65%, 0.00%,  0.26%,  0.07%,  3.69%,  0.24%,  3.15%,  0.26%,  2.69%,  0.21%,  0.00%,  0.00%,  0.24%,  0.83%,  0.00%,  0.00%,  0.03%,  0.23%, 34004.98, 4845.50, 4321.08, 553855.69 , 16, 235, 142.73, 31, 194, 123.13, 38, 192, 131.99, 0.00%, 0.00%,0.00%, 20.00%, 60.00%, 10.00%, 0.00%, 10.00%, 0.00%, 74.62%, 0.00%,0.00%, 8.77%, 15.35%, 0.72%, 0.04%, 0.38%, 0.13%, 82.35%, 0.73%,0.00%, 10.78%, 5.46%, 0.24%, 0.11%, 0.24%, 0.11%, 84.34%, 2.12%,0.00%, 9.57%, 3.55%, 0.05%, 0.11%, 0.03%, 0.23%,0.00%, 0.0, 320.5, 258.2, 94.8, 1636.7, 0.0, 2207.3, 7.388, 202
21, B-SLICE,   21, 33.00,     337800, 0,1.55,37.390, 43.227, 44.084, 38.956,55, 19 18 17 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.92%,  0.96%, 21.34%,  3.66%, 27.95%,  4.14%, 22.85%,  4.77%,  0.00%,  0.08%,  0.61%,  1.99%,  0.08%,  0.53%,  2.32%,  6.79%, 50069.01, 5723.25, 4790.56, 1119691.90 , 16, 235, 141.66, 31, 189, 122.85, 45, 198, 132.23, 0.00%, 2.56%,0.00%, 26.50%, 38.46%, 21.79%, 2.14%, 5.98%, 2.56%, 0.00%, 2.23%,0.00%, 26.82%, 57.45%, 5.35%, 2.19%, 4.93%, 1.02%, 0.00%, 7.38%,0.00%, 27.35%, 54.83%, 2.80%, 2.80%, 2.48%, 2.35%, 0.00%, 20.71%,0.00%, 22.08%, 45.95%, 0.83%, 3.51%, 0.89%, 6.01%,0.00%, 0.0, 387.8, 192.3, 80.5, 1121.2, 0.0, 2319.9, 6.980, 141
