Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    8, 39.00,     208224, 0,1.43,27.876, 39.637, 41.885, 31.097,57, 7 6 ,9 10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.92%,  0.69%, 11.96%,  4.32%, 20.69%,  6.69%, 25.64%, 10.01%,  0.00%,  0.50%,  1.79%,  3.87%,  0.00%,  0.84%,  3.66%,  8.41%, 447228.10, 12102.83, 23522.36, 1450801.25 , 16, 235, 138.99, 21, 178, 133.72, 84, 197, 123.39, 0.00%, 0.00%,0.00%, 26.23%, 31.15%, 22.95%, 4.92%, 13.11%, 1.64%, 0.00%, 7.62%,0.00%, 21.23%, 46.64%, 11.73%, 5.31%, 4.93%, 2.54%, 0.00%, 15.47%,0.00%, 28.55%, 37.00%, 8.48%, 4.22%, 3.33%, 2.95%, 0.00%, 21.98%,0.00%, 29.76%, 30.33%, 2.74%, 6.84%, 1.63%, 6.72%,0.00%, 0.0, 177.5, 260.2, 143.6, 690.6, 1.2, 1335.9, 3.209, 42
11, P-SLICE,   14, 37.00,     188200, 0,1.64,31.332, 40.667, 42.381, 33.880,52, 10 9 7 6 , -, 0.00%,  0.00%,  0.00%, 0.45%,  0.66%,  0.73%, 0.45%,  0.24%,  2.21%, 1.13%,  0.73%,  5.53%, 0.00%,  0.31%,  0.28%, 10.17%,  3.53%, 19.96%,  5.11%, 22.83%,  6.21%,  0.00%,  0.40%,  1.55%,  3.77%,  0.07%,  1.60%,  3.63%,  8.45%, 206594.92, 9577.30, 11599.41, 641981.82 , 23, 235, 146.06, 21, 175, 135.85, 88, 185, 121.48, 0.00%, 10.71%,0.00%, 10.71%, 35.71%, 26.79%, 1.79%, 12.50%, 1.79%, 10.47%, 11.41%,0.00%, 17.18%, 40.81%, 8.05%, 5.50%, 4.09%, 2.48%, 8.20%, 14.67%,0.00%, 32.40%, 30.27%, 4.33%, 3.40%, 3.60%, 3.13%, 13.26%, 21.92%,0.00%, 28.38%, 25.30%, 0.99%, 3.99%, 1.20%, 4.96%,0.00%, 0.0, 118.5, 267.0, 143.6, 694.4, 1.7, 1315.1, 3.255, 40
12, B-SLICE,   12, 38.00,     131488, 0,1.48,31.163, 40.227, 42.003, 33.651,55, 10 9 7 ,14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.61%,  0.56%, 11.74%,  6.68%, 24.15%,  8.38%, 21.95%,  6.76%,  0.00%,  0.45%,  2.50%,  3.78%,  0.03%,  1.42%,  3.67%,  7.32%, 215073.13, 10353.25, 12159.39, 768959.31 , 17, 235, 149.05, 21, 173, 136.12, 79, 202, 121.20, 0.00%, 2.33%,0.00%, 20.93%, 30.23%, 27.91%, 6.98%, 8.14%, 3.49%, 0.00%, 9.19%,0.00%, 20.99%, 36.90%, 19.89%, 4.94%, 6.17%, 1.92%, 0.00%, 14.97%,0.00%, 31.36%, 33.38%, 7.79%, 6.37%, 3.61%, 2.53%, 0.00%, 23.04%,0.00%, 31.70%, 31.24%, 3.52%, 4.39%, 1.04%, 5.08%,0.00%, 0.0, 190.8, 241.0, 139.0, 647.3, 0.0, 1420.1, 3.090, 40
13, b-SLICE,   11, 39.00,     103576, 0,1.09,29.560, 40.518, 42.325, 32.525,57, 10 9 ,12 14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.98%,  0.55%, 10.27%,  6.55%, 20.76%, 13.35%, 17.56%,  8.71%,  0.00%,  0.37%,  3.11%,  5.54%,  0.14%,  1.96%,  4.38%,  5.77%, 304625.14, 9675.70, 17141.54, 675128.76 , 19, 235, 146.80, 21, 172, 136.29, 79, 188, 121.28, 0.00%, 8.62%,0.00%, 22.41%, 36.21%, 12.93%, 4.31%, 12.93%, 2.59%, 0.00%, 12.20%,0.00%, 17.92%, 35.69%, 19.28%, 5.87%, 6.93%, 2.11%, 0.00%, 16.94%,0.00%, 30.36%, 22.54%, 15.15%, 7.85%, 3.62%, 3.55%, 0.00%, 24.44%,0.00%, 31.55%, 25.19%, 2.37%, 6.80%, 1.15%, 8.51%,0.00%, 0.0, 175.4, 241.2, 153.5, 625.4, 11.2, 1507.9, 3.148, 40
14, b-SLICE,   13, 39.00,      79976, 0,1.30,29.346, 40.432, 42.219, 32.341,56, 12 10 9 ,14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.03%,  1.27%, 14.35%,  7.78%, 19.30%,  6.01%, 15.91%,  8.17%,  0.00%,  0.64%,  2.79%,  4.77%,  0.53%,  2.47%,  5.27%,  9.72%, 310633.37, 9827.89, 20857.72, 449717.01 , 19, 235, 147.88, 21, 173, 136.05, 78, 196, 121.35, 0.00%, 18.75%,0.00%, 23.75%, 12.50%, 18.12%, 6.88%, 15.00%, 5.00%, 0.00%, 12.32%,0.00%, 20.17%, 36.69%, 13.94%, 6.23%, 6.16%, 4.48%, 0.00%, 22.01%,0.00%, 33.11%, 28.47%, 4.01%, 3.91%, 3.19%, 5.31%, 0.00%, 29.45%,0.00%, 29.81%, 24.14%, 1.11%, 5.06%, 1.01%, 9.41%,0.00%, 0.0, 56.1, 241.3, 153.5, 506.5, 9.2, 1503.2, 2.887, 35
15, P-SLICE,   19, 37.00,     272336, 0,1.33,29.778, 40.549, 42.327, 32.693,51, 14 12 10 9 , -, 0.00%,  0.00%,  0.00%, 0.88%,  1.02%,  1.29%, 1.34%,  1.69%,  5.52%, 2.40%,  1.64%, 12.30%, 0.00%,  0.46%,  0.28%, 10.16%,  2.56%, 18.51%,  2.84%, 19.30%,  5.61%,  0.00%,  0.28%,  1.43%,  3.67%,  0.00%,  0.37%,  1.82%,  4.64%, 286567.67, 10091.19, 17182.81, 932643.92 , 19, 235, 143.36, 21, 174, 135.07, 86, 195, 122.44, 0.00%, 0.00%,0.00%, 12.50%, 50.00%, 31.25%, 3.12%, 3.12%, 0.00%, 19.25%, 3.91%,0.00%, 18.13%, 43.24%, 8.65%, 1.81%, 3.97%, 1.05%, 24.21%, 9.23%,0.00%, 24.87%, 33.64%, 2.72%, 2.91%, 1.15%, 1.28%, 28.92%, 14.71%,0.00%, 23.69%, 22.75%, 0.67%, 3.62%, 0.69%, 4.94%,0.00%, 0.0, 4.3, 212.6, 93.8, 830.9, 0.0, 1503.4, 4.359, 28
16, B-SLICE,   17, 38.00,     215128, 0,2.21,30.315, 40.068, 42.026, 32.998,54, 14 12 9 ,19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.68%,  0.69%, 22.77%,  4.77%, 27.43%,  5.65%, 21.02%,  4.95%,  0.00%,  0.22%,  1.31%,  2.40%,  0.00%,  0.36%,  1.93%,  4.81%, 262429.56, 10762.58, 12804.14, 1326915.40 , 19, 234, 138.40, 20, 159, 135.40, 106, 180, 122.55, 0.00%, 0.00%,0.00%, 29.23%, 41.54%, 13.08%, 2.31%, 13.85%, 0.00%, 0.00%, 2.07%,0.00%, 23.45%, 57.51%, 7.77%, 4.02%, 3.82%, 1.36%, 0.00%, 8.17%,0.00%, 29.38%, 48.21%, 5.97%, 4.78%, 1.24%, 2.25%, 0.00%, 16.34%,0.00%, 33.66%, 38.78%, 0.78%, 3.34%, 0.70%, 6.39%,0.00%, 0.0, 81.6, 234.4, 120.7, 786.1, 0.0, 1618.1, 3.875, 27
17, b-SLICE,   15, 39.00,      55224, 0,2.07,30.037, 40.495, 42.383, 32.887,57, 14 12 ,17 19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.26%,  1.60%, 14.27%,  9.74%, 17.24%,  9.28%, 13.17%,  6.74%,  0.00%,  1.10%,  3.84%,  7.08%,  0.23%,  2.63%,  4.45%,  7.38%, 267474.79, 9676.47, 17261.81, 431777.63 , 21, 235, 143.25, 19, 174, 135.77, 89, 185, 121.82, 0.00%, 7.41%,0.00%, 25.93%, 14.81%, 33.95%, 11.73%, 3.70%, 2.47%, 0.00%, 13.44%,0.00%, 23.46%, 27.98%, 19.62%, 11.25%, 1.78%, 2.47%, 0.00%, 21.65%,0.00%, 31.08%, 23.04%, 7.25%, 10.63%, 2.48%, 3.87%, 0.00%, 31.56%,0.00%, 32.39%, 21.35%, 1.25%, 8.39%, 1.00%, 4.07%,0.00%, 0.0, 86.1, 195.9, 127.4, 512.1, 0.0, 1688.7, 3.183, 14
18, b-SLICE,   16, 39.00,      50776, 0,1.98,29.065, 40.137, 42.210, 32.092,57, 14 12 ,17 19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.10%,  2.42%, 17.78%,  9.35%, 15.41%,  5.88%, 11.49%,  6.93%,  0.00%,  1.05%,  3.42%,  5.11%,  0.23%,  4.10%,  6.38%,  8.34%, 328159.47, 10322.47, 21408.84, 455629.09 , 16, 235, 140.45, 21, 165, 135.58, 99, 196, 122.22, 0.00%, 4.81%,0.00%, 22.12%, 22.12%, 35.10%, 8.17%, 2.88%, 4.81%, 0.00%, 15.96%,0.00%, 21.33%, 33.76%, 13.77%, 10.10%, 2.12%, 2.97%, 0.00%, 27.78%,0.00%, 28.04%, 27.52%, 3.36%, 5.43%, 2.84%, 5.04%, 0.00%, 29.50%,0.00%, 35.30%, 20.00%, 0.70%, 5.70%, 0.75%, 8.05%,0.00%, 0.0, 3.0, 196.0, 127.4, 479.8, 0.0, 1688.9, 3.055, 37
19, b-SLICE,   18, 39.00,     216024, 0,1.10,28.241, 39.272, 41.459, 31.272,56, 17 14 12 ,19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.63%,  1.02%, 19.14%,  3.43%, 26.24%,  4.04%, 21.15%,  7.54%,  0.00%,  0.24%,  1.22%,  2.65%,  0.00%,  0.81%,  3.70%,  7.20%, 407712.86, 13040.32, 22649.59, 1640965.29 , 16, 235, 140.74, 19, 169, 134.05, 94, 186, 123.22, 0.00%, 0.00%,0.00%, 19.23%, 42.31%, 25.64%, 3.85%, 8.33%, 0.64%, 0.00%, 4.45%,0.00%, 21.12%, 59.91%, 6.11%, 3.52%, 3.23%, 1.65%, 0.00%, 12.84%,0.00%, 29.41%, 47.21%, 2.26%, 3.23%, 1.90%, 3.14%, 0.00%, 20.19%,0.00%, 29.18%, 35.17%, 1.39%, 4.81%, 1.11%, 8.15%,0.00%, 0.0, 0.0, 240.4, 125.9, 745.1, 0.0, 1721.8, 3.487, 29
20, P-SLICE,   22, 37.00,     186544, 0,1.21,30.673, 40.579, 42.118, 33.342,53, 19 17 14 12 , -, 0.00%,  0.00%,  0.00%, 0.20%,  0.33%,  1.08%, 0.24%,  0.31%,  3.29%, 1.16%,  0.75%,  9.08%, 0.00%,  0.35%,  0.26%, 10.03%,  2.30%, 17.86%,  3.49%, 22.38%,  7.44%,  0.00%,  0.26%,  1.51%,  4.43%,  0.00%,  1.76%,  3.91%,  7.57%, 235026.95, 10202.21, 15480.27, 684840.94 , 16, 235, 148.51, 21, 174, 136.50, 78, 196, 120.92, 0.00%, 0.00%,0.00%, 10.71%, 46.43%, 19.64%, 1.79%, 19.64%, 1.79%, 10.04%, 12.65%,0.00%, 17.88%, 44.98%, 6.40%, 3.09%, 2.68%, 2.27%, 11.77%, 16.61%,0.00%, 25.76%, 35.17%, 2.32%, 4.00%, 1.51%, 2.86%, 18.50%, 20.20%,0.00%, 22.56%, 26.22%, 0.50%, 5.00%, 0.72%, 6.30%,0.00%, 0.0, 4.3, 218.2, 94.9, 693.1, 0.0, 1712.6, 4.061, 30
21, B-SLICE,   21, 38.00,     120840, 0,1.39,29.835, 40.723, 42.236, 32.746,55, 19 17 12 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.37%,  0.34%, 10.14%,  5.71%, 19.43%,  9.07%, 24.04%, 11.36%,  0.00%,  0.34%,  1.71%,  3.24%,  0.02%,  2.07%,  3.80%,  8.34%, 283521.92, 9527.42, 17441.63, 780005.13 , 17, 235, 147.71, 20, 175, 136.80, 78, 189, 120.97, 0.00%, 3.33%,0.00%, 30.00%, 20.00%, 26.67%, 6.67%, 10.00%, 3.33%, 0.00%, 13.22%,0.00%, 18.69%, 36.85%, 14.62%, 9.41%, 3.07%, 4.14%, 0.00%, 15.20%,0.00%, 27.51%, 32.28%, 11.40%, 7.63%, 2.42%, 3.56%, 0.00%, 21.32%,0.00%, 25.81%, 31.96%, 3.73%, 8.26%, 1.53%, 7.41%,0.00%, 0.0, 0.0, 201.5, 89.1, 732.0, 0.0, 1801.8, 4.032, 56
