Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
12, b-SLICE,   11, 34.00,     182440, 0,1.01,33.369, 42.263, 43.677, 35.769,56, 9 6 4 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.23%,  0.10%,  5.44%,  3.38%, 16.74%, 12.54%, 25.57%, 16.94%,  0.00%,  0.16%,  1.91%,  6.91%,  0.00%,  0.95%,  2.58%,  6.55%, 126442.54, 6640.28, 8470.06, 418291.37 , 16, 235, 140.42, 27, 193, 132.51, 74, 178, 122.59, 0.00%, 0.00%,0.00%, 10.53%, 57.89%, 5.26%, 5.26%, 15.79%, 5.26%, 0.00%, 11.17%,0.00%, 20.94%, 33.86%, 15.62%, 3.40%, 10.12%, 4.89%, 0.00%, 12.69%,0.00%, 29.15%, 22.68%, 16.63%, 5.41%, 7.47%, 5.95%, 0.00%, 22.01%,0.00%, 29.89%, 20.45%, 6.53%, 7.55%, 3.98%, 9.65%,0.00%, 0.0, 0.0, 214.4, 80.6, 657.3, 0.0, 1239.6, 4.748, 65
13, P-SLICE,   15, 32.00,     458208, 0,1.50,33.990, 42.120, 43.365, 36.178,53, 12 9 6 4 , -, 0.00%,  0.00%,  0.00%, 0.44%,  0.65%,  1.81%, 0.94%,  0.83%,  4.44%, 2.40%,  2.56%, 15.20%, 0.00%,  0.04%,  0.07%,  3.29%,  1.41%, 11.00%,  2.99%, 28.90%, 12.40%,  0.00%,  0.10%,  1.25%,  4.46%,  0.00%,  0.37%,  0.95%,  3.51%, 110053.02, 7447.39, 7733.33, 673952.05 , 16, 235, 146.61, 26, 190, 131.74, 75, 182, 123.21, 0.00%, 0.00%,0.00%, 12.50%, 25.00%, 25.00%, 0.00%, 25.00%, 12.50%, 35.90%, 5.81%,0.00%, 9.91%, 30.94%, 9.06%, 2.22%, 3.85%, 2.31%, 26.21%, 9.32%,0.00%, 26.85%, 24.99%, 4.19%, 2.04%, 4.08%, 2.33%, 27.40%, 10.84%,0.00%, 22.45%, 22.45%, 2.72%, 4.95%, 2.84%, 6.34%,0.00%, 0.0, 6.2, 220.8, 0.0, 1011.6, 0.0, 1322.2, 5.809, 73
14, B-SLICE,   14, 33.00,     216768, 0,1.33,33.511, 42.061, 43.509, 35.829,55, 12 9 4 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.11%,  0.06%,  3.95%,  2.49%, 14.21%, 10.79%, 30.27%, 22.84%,  0.00%,  0.33%,  1.39%,  5.28%,  0.01%,  0.59%,  1.73%,  5.94%, 121139.69, 6962.22, 8748.63, 330422.49 , 16, 235, 141.06, 28, 189, 131.77, 73, 181, 123.18, 0.00%, 7.69%,0.00%, 23.08%, 38.46%, 23.08%, 0.00%, 7.69%, 0.00%, 0.00%, 12.45%,0.00%, 23.74%, 29.96%, 13.91%, 3.99%, 10.51%, 5.45%, 0.00%, 10.60%,0.00%, 32.47%, 20.27%, 16.67%, 5.35%, 8.92%, 5.71%, 0.00%, 16.35%,0.00%, 26.54%, 23.83%, 7.08%, 8.50%, 6.20%, 11.50%,0.00%, 0.0, 66.5, 189.1, 101.4, 654.9, 0.0, 1404.1, 4.090, 48
15, b-SLICE,   13, 34.00,     139184, 0,1.79,33.485, 42.118, 43.558, 35.823,57, 12 9 ,14 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.37%,  0.24%,  3.86%,  4.55%, 14.25%, 12.62%, 26.52%, 16.24%,  0.00%,  0.18%,  2.02%,  6.26%,  0.11%,  1.47%,  3.49%,  7.82%, 121752.40, 6895.23, 8745.87, 258132.03 , 16, 235, 134.99, 26, 196, 132.09, 75, 183, 122.96, 0.00%, 15.38%,0.00%, 28.21%, 23.08%, 20.51%, 2.56%, 6.41%, 3.85%, 0.00%, 16.42%,0.00%, 14.60%, 23.72%, 21.35%, 8.21%, 8.21%, 7.48%, 0.00%, 16.17%,0.00%, 30.19%, 16.60%, 15.04%, 8.52%, 7.92%, 5.55%, 0.00%, 22.62%,0.00%, 29.17%, 22.29%, 4.29%, 8.18%, 4.20%, 9.39%,0.00%, 0.0, 68.9, 197.3, 114.3, 583.8, 0.0, 1487.3, 3.417, 24
16, P-SLICE,   16, 32.00,     398904, 0,1.42,33.728, 42.247, 43.319, 35.991,55, 15 14 12 9 , -, 0.00%,  0.00%,  0.00%, 0.32%,  0.47%,  1.04%, 0.81%,  0.49%,  3.06%, 1.69%,  1.85%, 11.59%, 0.00%,  0.07%,  0.12%,  3.47%,  1.41%, 12.39%,  3.90%, 30.59%, 15.25%,  0.00%,  0.15%,  0.87%,  3.26%,  0.00%,  0.60%,  1.77%,  4.82%, 115700.84, 7236.94, 8125.52, 580610.36 , 16, 235, 154.00, 23, 188, 132.26, 78, 178, 123.10, 0.00%, 0.00%,0.00%, 35.71%, 0.00%, 35.71%, 0.00%, 21.43%, 7.14%, 24.45%, 10.11%,0.00%, 17.83%, 28.68%, 5.88%, 2.02%, 6.71%, 4.32%, 17.79%, 10.74%,0.00%, 30.76%, 24.83%, 5.73%, 2.88%, 4.45%, 2.82%, 20.68%, 11.04%,0.00%, 24.46%, 22.99%, 3.28%, 7.21%, 3.18%, 7.16%,0.00%, 0.0, 65.4, 260.8, 114.3, 934.5, 0.0, 1537.5, 4.049, 43
17, P-SLICE,   21, 32.00,     465384, 0,1.06,33.685, 42.610, 43.564, 36.035,51, 16 15 14 9 , -, 0.00%,  0.00%,  0.00%, 0.34%,  1.21%,  1.06%, 0.56%,  0.87%,  3.11%, 2.15%,  1.75%, 13.14%, 0.00%,  0.06%,  0.12%,  3.80%,  1.75%, 11.58%,  3.80%, 29.96%, 13.24%,  0.00%,  0.04%,  1.12%,  3.48%,  0.06%,  0.59%,  1.84%,  4.37%, 117042.35, 6734.09, 8177.10, 556710.16 , 16, 235, 159.70, 26, 191, 132.41, 81, 174, 123.23, 0.00%, 25.00%,0.00%, 25.00%, 0.00%, 18.75%, 6.25%, 21.88%, 3.12%, 29.65%, 7.20%,0.00%, 13.07%, 30.15%, 8.46%, 2.26%, 5.86%, 3.35%, 18.72%, 12.22%,0.00%, 25.29%, 28.09%, 4.59%, 3.50%, 4.68%, 2.92%, 23.50%, 10.82%,0.00%, 22.20%, 25.22%, 2.99%, 5.38%, 2.97%, 6.93%,0.00%, 0.0, 158.4, 301.5, 152.6, 931.0, 0.0, 1655.2, 3.519, 37
18, B-SLICE,   19, 33.00,     601072, 0,1.17,32.249, 42.154, 42.876, 34.816,54, 16 15 14 ,21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.45%,  0.28%, 21.23%,  1.11%, 25.77%,  2.23%, 30.75%,  7.93%,  0.00%,  0.06%,  0.70%,  1.34%,  0.08%,  1.09%,  2.20%,  4.81%, 163519.55, 7452.48, 10156.61, 2176013.08 , 16, 235, 153.90, 25, 189, 133.85, 82, 179, 123.03, 0.00%, 10.34%,0.00%, 27.59%, 27.59%, 20.69%, 0.00%, 10.34%, 3.45%, 0.00%, 4.86%,0.00%, 30.33%, 60.07%, 2.19%, 0.41%, 1.60%, 0.53%, 0.00%, 8.65%,0.00%, 22.80%, 61.90%, 1.79%, 1.21%, 1.50%, 2.16%, 0.00%, 11.56%,0.00%, 25.21%, 48.33%, 1.46%, 4.81%, 1.15%, 7.48%,0.00%, 0.0, 162.4, 337.3, 189.8, 1108.1, 0.0, 1804.0, 3.910, 25
19, b-SLICE,   17, 34.00,     365784, 0,1.42,31.762, 41.372, 42.632, 34.322,57, 16 14 ,19 21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.17%,  0.09%,  6.19%,  2.00%, 15.34%,  7.86%, 35.57%, 21.56%,  0.00%,  0.12%,  0.56%,  2.40%,  0.05%,  0.70%,  2.03%,  5.35%, 185270.79, 8378.78, 10214.78, 1059478.21 , 16, 235, 148.95, 25, 191, 133.12, 79, 182, 123.01, 0.00%, 15.00%,0.00%, 30.00%, 25.00%, 15.00%, 0.00%, 12.50%, 2.50%, 0.00%, 9.12%,0.00%, 19.62%, 49.05%, 10.84%, 3.10%, 5.42%, 2.84%, 0.00%, 9.52%,0.00%, 24.90%, 36.70%, 11.77%, 8.29%, 5.90%, 2.93%, 0.00%, 11.15%,0.00%, 21.36%, 36.49%, 6.08%, 15.87%, 2.53%, 6.52%,0.00%, 0.0, 236.9, 332.6, 173.5, 951.6, 0.4, 1960.7, 3.722, 41
20, b-SLICE,   18, 34.00,     262344, 0,1.40,31.281, 41.521, 42.506, 33.964,57, 16 14 ,19 21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.07%,  0.11%,  3.56%,  1.92%, 15.64%,  9.81%, 43.20%, 16.64%,  0.00%,  0.09%,  0.69%,  2.73%,  0.01%,  0.52%,  1.29%,  3.71%, 202302.79, 8359.40, 12387.45, 901124.70 , 16, 235, 143.08, 27, 189, 133.73, 79, 182, 122.76, 0.00%, 7.14%,0.00%, 0.00%, 35.71%, 25.00%, 3.57%, 25.00%, 3.57%, 0.00%, 10.07%,0.00%, 22.10%, 36.32%, 13.46%, 5.36%, 9.96%, 2.74%, 0.00%, 6.93%,0.00%, 28.34%, 30.53%, 17.85%, 6.63%, 5.82%, 3.96%, 0.00%, 9.16%,0.00%, 32.00%, 35.17%, 4.24%, 8.73%, 2.75%, 7.95%,0.00%, 0.0, 158.2, 332.7, 173.5, 876.4, 0.0, 1960.3, 3.974, 52
21, b-SLICE,   20, 34.00,     259992, 0,1.34,32.010, 41.849, 42.872, 34.597,56, 19 16 14 ,21 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.24%,  0.24%,  6.07%,  3.22%, 15.91%,  9.33%, 27.92%, 16.21%,  0.00%,  0.07%,  1.59%,  5.34%,  0.07%,  1.43%,  3.73%,  8.62%, 172279.62, 8033.09, 10928.23, 435952.30 , 16, 235, 158.52, 26, 189, 133.44, 83, 177, 122.89, 0.00%, 13.33%,0.00%, 30.00%, 13.33%, 23.33%, 10.00%, 8.33%, 1.67%, 0.00%, 13.93%,0.00%, 20.97%, 35.23%, 16.53%, 6.46%, 3.52%, 3.36%, 0.00%, 16.53%,0.00%, 24.11%, 30.41%, 14.53%, 6.94%, 3.46%, 4.02%, 0.00%, 21.98%,0.00%, 23.97%, 28.53%, 4.35%, 9.76%, 2.55%, 8.85%,0.00%, 0.0, 94.7, 344.9, 173.5, 820.4, 4.2, 1959.3, 3.530, 51
