Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, B-SLICE,   11, 33.00,     815136, 0,1.32,32.623, 37.171, 37.495, 33.801,54, 8 7 6 ,13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.68%,  0.66%, 13.46%,  3.79%, 24.06%,  5.59%, 38.87%,  9.06%,  0.00%,  0.00%,  0.39%,  1.05%,  0.00%,  0.05%,  0.59%,  1.76%, 147424.21, 24106.16, 7700.94, 2565217.60 , 21, 235, 148.32, 60, 147, 118.54, 90, 195, 128.21, 0.00%, 0.00%,0.00%, 23.73%, 27.12%, 22.88%, 0.85%, 25.42%, 0.00%, 0.00%, 0.25%,0.00%, 20.25%, 58.48%, 8.86%, 0.51%, 11.01%, 0.63%, 0.00%, 2.99%,0.00%, 26.58%, 53.38%, 6.82%, 1.25%, 8.00%, 0.97%, 0.00%, 5.10%,0.00%, 28.77%, 49.67%, 3.73%, 4.35%, 2.24%, 6.14%,0.00%, 0.0, 286.5, 366.9, 186.5, 1254.2, 0.0, 1866.9, 4.138, 57
11, b-SLICE,    9, 34.00,     364728, 0,1.28,34.222, 38.213, 38.328, 35.234,57, 8 6 ,11 13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.33%,  0.33%,  5.30%,  4.49%, 16.33%, 13.86%, 41.58%, 10.36%,  0.00%,  0.10%,  0.78%,  2.34%,  0.00%,  0.12%,  1.09%,  3.00%, 106095.72, 19248.10, 6315.73, 876344.07 , 18, 235, 151.85, 62, 145, 118.93, 89, 192, 128.28, 0.00%, 0.00%,0.00%, 27.50%, 22.50%, 27.50%, 2.50%, 18.75%, 1.25%, 0.00%, 2.04%,0.00%, 19.12%, 36.21%, 22.73%, 3.29%, 14.42%, 2.19%, 0.00%, 5.55%,0.00%, 25.48%, 27.74%, 23.88%, 3.22%, 11.71%, 2.43%, 0.00%, 8.85%,0.00%, 35.96%, 38.03%, 3.81%, 5.15%, 2.72%, 5.48%,0.00%, 4.4, 296.5, 335.0, 205.0, 994.3, 0.0, 1991.9, 3.820, 39
12, b-SLICE,   10, 34.00,     358792, 0,1.11,32.123, 37.258, 37.562, 33.445,57, 8 6 ,11 13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.03%,  0.19%,  3.20%,  2.45%,  9.80%,  9.55%, 38.87%, 27.51%,  0.00%,  0.01%,  0.82%,  3.79%,  0.02%,  0.22%,  1.08%,  2.46%, 166904.11, 23431.43, 7281.64, 550653.03 , 19, 235, 150.22, 60, 148, 119.45, 90, 192, 128.39, 0.00%, 9.09%,0.00%, 9.09%, 4.55%, 31.82%, 4.55%, 38.64%, 2.27%, 0.00%, 3.65%,0.00%, 26.09%, 31.02%, 13.14%, 4.20%, 17.34%, 4.56%, 0.00%, 8.52%,0.00%, 26.54%, 22.15%, 27.79%, 4.31%, 6.51%, 4.16%, 0.00%, 8.36%,0.00%, 31.23%, 23.61%, 14.18%, 14.32%, 3.76%, 4.52%,0.00%, 0.0, 206.9, 360.1, 205.1, 990.7, 0.0, 2012.1, 3.333, 39
13, b-SLICE,   12, 34.00,     238696, 0,1.04,35.636, 39.228, 39.231, 36.535,56, 11 8 6 ,13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.29%,  0.04%,  4.18%,  2.70%, 14.37%, 13.48%, 38.84%, 13.78%,  0.00%,  0.12%,  0.93%,  4.77%,  0.04%,  0.18%,  1.53%,  4.75%, 81754.79, 15350.94, 4481.15, 425817.02 , 23, 235, 155.85, 62, 146, 120.04, 89, 191, 127.12, 0.00%, 11.11%,0.00%, 70.37%, 7.41%, 7.41%, 0.00%, 3.70%, 0.00%, 0.00%, 3.96%,0.00%, 34.17%, 26.44%, 18.88%, 3.78%, 10.25%, 2.52%, 0.00%, 7.80%,0.00%, 29.26%, 20.29%, 25.42%, 5.18%, 8.84%, 3.21%, 0.00%, 14.71%,0.00%, 33.89%, 30.10%, 7.69%, 7.19%, 2.17%, 4.24%,0.00%, 0.0, 120.9, 368.9, 205.0, 814.7, 0.0, 2010.3, 3.234, 38
14, P-SLICE,   16, 32.00,     998136, 0,1.32,33.106, 37.875, 38.231, 34.342,53, 13 11 8 6 , -, 0.00%,  0.00%,  0.00%, 3.28%,  6.86%,  4.30%, 3.65%,  3.37%, 11.84%, 5.93%,  3.72%, 26.23%, 0.00%,  0.05%,  0.49%,  5.23%,  1.56%, 10.51%,  0.86%,  7.47%,  1.91%,  0.00%,  0.09%,  0.49%,  1.49%,  0.00%,  0.02%,  0.14%,  0.51%, 131129.42, 21256.50, 7103.00, 1800924.00 , 20, 235, 144.25, 64, 145, 117.96, 89, 191, 128.72, 0.00%, 0.00%,0.00%, 0.00%, 8.70%, 52.17%, 0.00%, 36.96%, 2.17%, 65.37%, 0.53%,0.00%, 9.79%, 17.26%, 3.84%, 0.37%, 2.53%, 0.32%, 57.07%, 1.90%,0.00%, 19.70%, 18.72%, 1.20%, 0.21%, 0.91%, 0.28%, 69.50%, 3.87%,0.00%, 12.57%, 10.36%, 0.34%, 1.06%, 0.29%, 2.00%,0.00%, 0.0, 4.6, 368.2, 147.8, 1666.2, 0.0, 2034.4, 5.195, 26
15, B-SLICE,   15, 33.00,     584296, 0,1.53,32.201, 37.209, 37.720, 33.517,55, 13 11 8 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.03%,  0.05%,  1.92%,  1.35%,  7.51%,  8.05%, 40.73%, 36.05%,  0.00%,  0.02%,  0.39%,  1.67%,  0.00%,  0.02%,  0.46%,  1.76%, 165147.18, 23153.29, 6623.18, 767918.44 , 23, 235, 145.12, 61, 147, 118.20, 87, 191, 128.33, 0.00%, 0.00%,0.00%, 30.00%, 10.00%, 15.00%, 5.00%, 35.00%, 5.00%, 0.00%, 0.97%,0.00%, 29.37%, 32.04%, 18.33%, 2.55%, 14.68%, 2.06%, 0.00%, 4.94%,0.00%, 24.57%, 23.76%, 27.65%, 4.19%, 11.45%, 3.43%, 0.00%, 4.18%,0.00%, 30.61%, 21.16%, 26.02%, 8.66%, 5.68%, 3.70%,0.00%, 0.0, 0.0, 346.7, 186.3, 1148.7, 0.0, 2190.0, 3.812, 27
16, b-SLICE,   14, 34.00,     526648, 0,1.33,31.000, 36.619, 37.217, 32.480,57, 13 11 ,15 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.13%,  0.22%,  2.93%,  2.69%, 10.58%,  7.18%, 42.69%, 24.30%,  0.00%,  0.06%,  0.83%,  2.49%,  0.01%,  0.42%,  1.87%,  3.59%, 210995.15, 26304.43, 9715.55, 612335.84 , 21, 235, 147.05, 59, 147, 118.48, 86, 191, 128.38, 0.00%, 3.23%,0.00%, 22.58%, 12.90%, 51.61%, 0.00%, 8.06%, 1.61%, 0.00%, 7.43%,0.00%, 24.28%, 26.81%, 26.09%, 5.43%, 7.43%, 2.54%, 0.00%, 12.52%,0.00%, 22.05%, 32.12%, 19.38%, 7.51%, 3.57%, 2.86%, 0.00%, 8.08%,0.00%, 22.02%, 37.62%, 7.26%, 14.96%, 2.61%, 7.45%,0.00%, 0.0, 15.1, 327.9, 204.1, 861.0, 0.0, 2309.8, 3.346, 13
17, P-SLICE,   19, 32.00,    1187424, 0,1.08,32.506, 37.495, 37.832, 33.795,53, 16 15 13 11 , -, 0.00%,  0.00%,  0.00%, 6.30%, 13.05%,  6.14%, 5.02%,  7.31%, 15.61%, 6.24%,  4.43%, 26.28%, 0.00%,  0.03%,  0.05%,  3.07%,  0.11%,  2.67%,  0.08%,  2.91%,  0.51%,  0.00%,  0.00%,  0.03%,  0.19%,  0.00%,  0.00%,  0.00%,  0.00%, 149194.09, 23387.49, 7490.07, 2316339.12 , 21, 235, 142.32, 63, 151, 118.29, 88, 193, 126.85, 0.00%, 0.00%,0.00%, 33.33%, 0.00%, 33.33%, 0.00%, 33.33%, 0.00%, 86.35%, 0.00%,0.00%, 4.61%, 8.68%, 0.18%, 0.00%, 0.14%, 0.05%, 84.10%, 0.08%,0.00%, 9.64%, 5.94%, 0.00%, 0.08%, 0.04%, 0.12%, 81.09%, 0.41%,0.00%, 13.11%, 4.27%, 0.35%, 0.12%, 0.18%, 0.47%,0.00%, 0.0, 8.7, 410.4, 185.4, 1874.3, 0.0, 2347.3, 5.284, 25
18, B-SLICE,   18, 33.00,     800216, 0,1.80,32.615, 37.379, 37.683, 33.844,55, 16 15 11 ,19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.49%,  0.46%,  5.23%,  1.37%,  8.92%,  7.11%, 40.33%, 32.27%,  0.00%,  0.01%,  0.41%,  2.14%,  0.00%,  0.07%,  0.32%,  0.87%, 151735.30, 23259.38, 6105.43, 2269335.38 , 19, 235, 144.50, 63, 145, 117.89, 89, 193, 128.29, 0.00%, 0.00%,0.00%, 19.44%, 31.94%, 27.78%, 0.00%, 20.14%, 0.69%, 0.00%, 1.12%,0.00%, 31.04%, 48.51%, 7.43%, 0.74%, 9.85%, 1.30%, 0.00%, 4.04%,0.00%, 26.06%, 30.40%, 15.53%, 1.06%, 19.42%, 3.49%, 0.00%, 3.86%,0.00%, 31.85%, 22.97%, 19.90%, 4.27%, 12.19%, 4.96%,0.00%, 0.0, 173.3, 457.1, 222.8, 1488.8, 0.0, 2581.7, 3.680, 44
19, b-SLICE,   17, 34.00,     302424, 0,1.22,31.738, 37.237, 37.641, 33.164,57, 16 15 ,18 19 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.06%,  0.08%,  1.27%,  1.83%,  7.58%,  9.24%, 46.27%, 23.28%,  0.00%,  0.06%,  0.75%,  4.57%,  0.03%,  0.22%,  1.38%,  3.39%, 179232.15, 23078.74, 7628.13, 345880.94 , 19, 235, 144.10, 66, 144, 118.03, 88, 192, 128.64, 0.00%, 16.67%,0.00%, 16.67%, 16.67%, 22.22%, 11.11%, 16.67%, 0.00%, 0.00%, 7.58%,0.00%, 29.29%, 13.38%, 19.19%, 5.81%, 17.80%, 6.94%, 0.00%, 10.76%,0.00%, 30.23%, 12.40%, 25.25%, 4.56%, 11.93%, 4.87%, 0.00%, 10.04%,0.00%, 40.88%, 19.71%, 10.47%, 8.40%, 4.10%, 6.42%,0.00%, 0.0, 297.6, 386.0, 265.4, 959.8, 7.7, 2704.7, 3.018, 41
20, P-SLICE,   20, 32.00,    1505256, 0,1.62,31.694, 36.962, 37.341, 33.058,55, 19 18 16 15 , -, 0.00%,  0.00%,  0.00%, 4.79%, 10.83%,  3.94%, 6.02%,  9.46%, 13.59%, 6.18%,  6.37%, 24.92%, 0.00%,  0.14%,  0.17%,  2.76%,  0.05%,  4.04%,  0.12%,  5.71%,  0.73%,  0.00%,  0.00%,  0.00%,  0.12%,  0.00%,  0.00%,  0.00%,  0.05%, 179216.90, 26015.94, 7710.06, 2761166.26 , 19, 235, 139.59, 56, 153, 119.64, 86, 193, 125.74, 0.00%, 0.00%,0.00%, 15.38%, 30.77%, 30.77%, 0.00%, 23.08%, 0.00%, 84.59%, 0.00%,0.00%, 5.20%, 10.00%, 0.10%, 0.00%, 0.10%, 0.00%, 82.02%, 0.00%,0.00%, 8.85%, 8.79%, 0.20%, 0.00%, 0.10%, 0.03%, 77.24%, 0.34%,0.00%, 12.31%, 8.61%, 0.02%, 0.71%, 0.15%, 0.63%,0.00%, 0.0, 155.7, 477.2, 265.4, 2210.1, 0.0, 2754.7, 5.667, 36
21, P-SLICE,   22, 32.00,    1413056, 0,1.48,31.986, 36.602, 37.212, 33.216,54, 20 19 18 15 , -, 0.00%,  0.00%,  0.00%,10.54%, 24.24%,  4.58%, 4.36%,  7.74%, 10.98%, 4.69%,  3.80%, 18.32%, 0.00%,  0.11%,  0.41%,  5.03%,  0.00%,  2.31%,  0.07%,  2.31%,  0.45%,  0.00%,  0.00%,  0.00%,  0.07%,  0.00%,  0.00%,  0.00%,  0.00%, 168360.65, 27570.53, 7239.88, 2756401.65 , 21, 235, 138.04, 60, 158, 116.20, 84, 186, 120.69, 0.00%, 0.00%,0.00%, 14.29%, 7.14%, 57.14%, 0.00%, 21.43%, 0.00%, 86.36%, 0.00%,0.00%, 4.25%, 9.40%, 0.00%, 0.00%, 0.00%, 0.00%, 79.69%, 0.00%,0.00%, 14.52%, 5.53%, 0.19%, 0.06%, 0.00%, 0.00%, 73.17%, 0.20%,0.00%, 20.33%, 5.08%, 0.10%, 0.20%, 0.36%, 0.56%,0.00%, 0.0, 319.9, 414.8, 184.8, 2092.4, 0.0, 2940.4, 6.143, 28
