Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 34.00,     279880, 0,1.01,30.899, 39.751, 42.583, 33.466,56, 8 6 5 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.12%,  0.02%,  2.67%,  1.22%, 10.14%, 11.94%, 32.94%, 33.77%,  0.00%,  0.00%,  0.50%,  3.87%,  0.00%,  0.02%,  0.24%,  2.54%, 218526.89, 10606.85, 14306.37, 420910.28 , 16, 235, 147.96, 54, 145, 126.32, 114, 169, 127.22, 0.00%, 0.00%,0.00%, 7.69%, 76.92%, 7.69%, 0.00%, 7.69%, 0.00%, 0.00%, 0.56%,0.00%, 22.82%, 45.35%, 17.04%, 3.80%, 8.73%, 1.69%, 0.00%, 3.10%,0.00%, 22.96%, 23.84%, 38.26%, 6.13%, 4.21%, 1.48%, 0.00%, 8.39%,0.00%, 32.53%, 14.90%, 25.30%, 10.73%, 4.42%, 3.73%,0.00%, 4.4, 310.5, 207.4, 81.9, 851.9, 0.0, 1712.0, 5.009, 131
11, P-SLICE,   11, 32.00,     433592, 0,1.57,31.852, 40.517, 43.025, 34.331,55, 10 8 6 5 , -, 0.00%,  0.00%,  0.00%, 0.11%,  0.26%,  0.12%, 0.11%,  0.32%,  1.10%, 0.64%,  0.64%,  6.64%, 0.00%,  0.03%,  0.02%,  2.19%,  0.97%,  8.78%,  7.02%, 36.32%, 28.14%,  0.00%,  0.02%,  0.30%,  2.66%,  0.00%,  0.01%,  0.44%,  3.18%, 175217.76, 9456.49, 12036.12, 417021.07 , 16, 235, 147.55, 46, 146, 126.77, 115, 169, 127.05, 0.00%, 0.00%,0.00%, 20.00%, 40.00%, 40.00%, 0.00%, 0.00%, 0.00%, 13.21%, 0.81%,0.00%, 16.98%, 42.59%, 16.85%, 4.45%, 4.18%, 0.94%, 8.06%, 3.87%,0.00%, 24.80%, 26.27%, 26.27%, 7.12%, 1.65%, 1.96%, 9.74%, 7.19%,0.00%, 28.46%, 19.95%, 11.34%, 15.48%, 3.33%, 4.50%,0.00%, 0.0, 223.4, 270.5, 81.9, 1026.4, 0.0, 1766.0, 4.733, 94
12, P-SLICE,   12, 32.00,     528008, 0,1.61,31.901, 40.240, 42.839, 34.310,55, 11 10 8 6 , -, 0.00%,  0.00%,  0.00%, 0.11%,  0.18%,  0.19%, 0.34%,  0.48%,  2.08%, 1.38%,  1.00%, 10.44%, 0.00%,  0.05%,  0.06%,  2.45%,  0.93%, 11.19%,  4.61%, 34.75%, 24.10%,  0.00%,  0.00%,  0.19%,  2.01%,  0.00%,  0.00%,  0.46%,  3.00%, 172623.17, 10284.91, 12206.93, 603799.37 , 16, 235, 150.19, 53, 147, 126.50, 115, 165, 127.32, 0.00%, 0.00%,0.00%, 0.00%, 45.45%, 27.27%, 0.00%, 27.27%, 0.00%, 12.43%, 0.00%,0.00%, 12.43%, 51.08%, 19.32%, 1.22%, 2.97%, 0.54%, 14.32%, 3.18%,0.00%, 20.93%, 38.89%, 14.73%, 5.34%, 1.39%, 1.23%, 16.06%, 6.28%,0.00%, 21.74%, 25.73%, 7.35%, 16.71%, 2.17%, 3.97%,0.00%, 0.0, 164.2, 250.0, 113.5, 885.5, 0.0, 1884.2, 4.586, 116
13, P-SLICE,   15, 32.00,     491808, 0,1.01,32.040, 40.127, 43.096, 34.433,53, 12 11 10 8 , -, 0.00%,  0.00%,  0.00%, 0.05%,  0.25%,  0.06%, 0.11%,  0.41%,  0.43%, 0.23%,  0.28%,  3.48%, 0.00%,  0.02%,  0.02%,  2.37%,  1.08%,  6.72%,  5.83%, 44.90%, 25.97%,  0.00%,  0.01%,  0.54%,  2.78%,  0.00%,  0.04%,  0.75%,  3.68%, 168265.01, 9968.65, 11187.11, 355985.77 , 16, 235, 150.78, 51, 144, 125.91, 116, 169, 127.47, 0.00%, 0.00%,0.00%, 25.00%, 25.00%, 25.00%, 0.00%, 25.00%, 0.00%, 9.18%, 1.24%,0.00%, 22.58%, 38.96%, 13.15%, 1.99%, 9.55%, 3.35%, 6.09%, 8.29%,0.00%, 26.20%, 22.24%, 21.21%, 3.53%, 9.32%, 3.11%, 4.73%, 7.67%,0.00%, 38.84%, 17.91%, 12.74%, 7.80%, 5.37%, 4.94%,0.00%, 0.0, 179.8, 242.9, 103.9, 988.9, 0.0, 1996.5, 5.209, 108
14, B-SLICE,   14, 33.00,     602440, 0,2.03,32.531, 38.724, 41.637, 34.444,55, 12 11 8 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.30%,  0.19%, 13.79%,  1.08%, 29.79%,  3.21%, 34.10%, 11.28%,  0.00%,  0.00%,  0.21%,  1.74%,  0.00%,  0.00%,  0.47%,  3.85%, 155331.27, 13802.58, 12608.50, 2230117.57 , 16, 235, 156.47, 53, 144, 126.16, 116, 168, 127.45, 0.00%, 0.00%,0.00%, 13.04%, 47.83%, 21.74%, 0.00%, 17.39%, 0.00%, 0.00%, 0.00%,0.00%, 28.57%, 64.14%, 2.86%, 1.14%, 2.29%, 1.00%, 0.00%, 1.91%,0.00%, 23.52%, 65.67%, 1.94%, 2.48%, 2.21%, 2.39%, 0.00%, 9.74%,0.00%, 21.00%, 49.59%, 2.04%, 6.33%, 2.72%, 8.57%,0.00%, 0.0, 255.8, 211.6, 77.6, 995.8, 0.0, 2123.4, 5.791, 179
15, b-SLICE,   13, 34.00,     310856, 0,2.35,31.185, 38.636, 41.523, 33.408,57, 12 11 ,14 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.28%,  0.51%, 10.20%,  3.60%, 16.37%,  5.64%, 30.64%, 17.32%,  0.00%,  0.28%,  0.53%,  3.80%,  0.00%,  1.23%,  2.44%,  7.17%, 203716.18, 13515.11, 14730.68, 465761.25 , 16, 235, 153.10, 53, 146, 126.36, 115, 170, 127.40, 0.00%, 0.00%,0.00%, 21.62%, 13.51%, 40.54%, 21.62%, 2.70%, 0.00%, 0.00%, 9.83%,0.00%, 21.61%, 45.01%, 9.63%, 6.99%, 4.02%, 2.91%, 0.00%, 11.02%,0.00%, 27.17%, 40.87%, 8.50%, 8.27%, 1.65%, 2.52%, 0.00%, 16.79%,0.00%, 20.58%, 36.10%, 3.43%, 13.23%, 0.86%, 9.01%,0.00%, 0.0, 373.8, 162.8, 51.8, 699.2, 0.0, 2230.6, 5.797, 142
16, P-SLICE,   16, 32.00,     760432, 0,1.01,32.346, 40.396, 43.134, 34.701,55, 15 14 12 11 , -, 0.00%,  0.00%,  0.00%, 0.26%,  1.39%,  0.38%, 1.10%,  3.16%,  3.23%, 2.63%,  3.41%, 16.98%, 0.00%,  0.07%,  0.02%,  3.65%,  0.50%, 10.66%,  2.12%, 27.92%, 17.52%,  0.00%,  0.00%,  0.19%,  2.35%,  0.00%,  0.00%,  0.23%,  2.22%, 158472.75, 9738.45, 10594.20, 806398.75 , 16, 233, 152.64, 52, 146, 126.97, 115, 169, 127.12, 0.00%, 0.00%,0.00%, 12.50%, 62.50%, 0.00%, 0.00%, 25.00%, 0.00%, 32.74%, 0.00%,0.00%, 12.62%, 46.55%, 4.44%, 1.08%, 2.27%, 0.30%, 34.30%, 1.96%,0.00%, 17.99%, 36.03%, 5.34%, 1.54%, 1.45%, 1.40%, 30.02%, 5.96%,0.00%, 21.71%, 19.47%, 8.78%, 6.15%, 4.16%, 3.75%,0.00%, 0.0, 310.8, 268.5, 51.8, 1130.6, 0.0, 2322.8, 5.412, 122
17, P-SLICE,   20, 32.00,     895768, 0,1.01,31.758, 40.893, 43.539, 34.372,52, 16 15 14 12 , -, 0.00%,  0.00%,  0.00%, 0.10%,  1.29%,  0.20%, 0.52%,  1.55%,  2.41%, 1.91%,  2.20%, 12.11%, 0.00%,  0.03%,  0.04%,  2.60%,  0.26%,  9.00%,  2.76%, 27.28%, 32.31%,  0.00%,  0.00%,  0.12%,  1.29%,  0.00%,  0.00%,  0.19%,  1.84%, 180791.94, 8785.54, 9852.86, 832069.71 , 17, 234, 148.70, 56, 149, 127.28, 116, 167, 126.94, 0.00%, 0.00%,0.00%, 14.29%, 28.57%, 42.86%, 0.00%, 14.29%, 0.00%, 35.73%, 0.00%,0.00%, 17.17%, 41.30%, 2.09%, 0.23%, 2.90%, 0.58%, 25.59%, 1.77%,0.00%, 19.63%, 37.21%, 10.05%, 1.80%, 2.92%, 1.03%, 19.77%, 3.81%,0.00%, 19.79%, 17.24%, 25.68%, 6.72%, 3.77%, 3.23%,0.00%, 0.0, 339.3, 269.2, 100.7, 1209.0, 0.0, 2454.9, 5.675, 103
18, B-SLICE,   18, 33.00,     714872, 0,1.27,31.737, 40.065, 42.926, 34.177,55, 16 15 14 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.36%,  0.11%, 10.26%,  1.14%, 23.75%,  3.11%, 36.98%, 17.86%,  0.00%,  0.00%,  0.09%,  1.63%,  0.00%,  0.00%,  0.50%,  4.22%, 183983.04, 10137.07, 11183.49, 1197153.09 , 16, 235, 152.62, 58, 146, 127.72, 115, 166, 126.81, 0.00%, 0.00%,0.00%, 42.31%, 34.62%, 5.77%, 1.92%, 15.38%, 0.00%, 0.00%, 0.00%,0.00%, 29.62%, 60.34%, 3.76%, 1.57%, 3.84%, 0.86%, 0.00%, 2.03%,0.00%, 25.61%, 61.67%, 3.10%, 2.24%, 2.98%, 2.36%, 0.00%, 8.85%,0.00%, 20.89%, 43.24%, 7.90%, 8.23%, 3.19%, 7.71%,0.00%, 0.0, 359.6, 260.5, 101.9, 1113.3, 0.0, 2603.4, 5.096, 94
19, b-SLICE,   17, 34.00,     262520, 1,1.01,31.636, 40.279, 43.084, 34.147,57, 16 14 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.13%,  0.14%,  5.07%,  1.53%, 10.87%,  8.32%, 36.01%, 29.59%,  0.00%,  0.08%,  0.64%,  3.48%,  0.00%,  0.08%,  0.60%,  3.45%, 188540.17, 9369.81, 10971.97, 418033.45 , 16, 235, 154.11, 55, 145, 127.99, 117, 168, 126.61, 0.00%, 0.00%,0.00%, 19.05%, 28.57%, 23.81%, 0.00%, 26.19%, 2.38%, 0.00%, 2.32%,0.00%, 25.15%, 49.90%, 9.77%, 3.77%, 6.00%, 3.09%, 0.00%, 5.74%,0.00%, 26.36%, 29.44%, 23.64%, 6.47%, 5.68%, 2.66%, 0.00%, 9.06%,0.00%, 33.33%, 18.91%, 16.64%, 14.26%, 3.24%, 4.56%,0.00%, 0.0, 379.0, 276.8, 106.0, 909.0, 0.0, 2766.1, 4.704, 76
20, b-SLICE,   19, 34.00,     146472, 0,1.32,32.032, 40.100, 42.749, 34.380,56, 18 16 14 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.15%,  0.03%,  4.11%,  3.11%, 16.98%, 11.29%, 25.63%, 22.89%,  0.00%,  0.15%,  0.94%,  6.21%,  0.03%,  0.27%,  1.18%,  7.03%, 175760.58, 9909.22, 9097.10, 295942.69 , 19, 235, 150.63, 52, 146, 127.62, 115, 165, 126.71, 0.00%, 14.29%,0.00%, 28.57%, 42.86%, 10.71%, 3.57%, 0.00%, 0.00%, 0.00%, 5.46%,0.00%, 22.81%, 30.99%, 18.42%, 6.73%, 10.53%, 5.07%, 0.00%, 6.66%,0.00%, 39.26%, 18.53%, 15.36%, 7.43%, 8.72%, 4.03%, 0.00%, 19.99%,0.00%, 28.57%, 16.88%, 6.99%, 13.35%, 4.88%, 9.33%,0.00%, 0.0, 276.4, 283.4, 105.9, 721.5, 0.0, 2763.8, 4.629, 72
21, P-SLICE,   22, 32.00,     158104, 0,1.90,31.691, 41.275, 43.808, 34.403,54, 20 18 16 14 , -, 0.00%,  0.00%,  0.00%, 0.04%,  0.03%,  0.01%, 0.04%,  0.10%,  0.28%, 0.22%,  0.11%,  1.48%, 0.00%,  0.03%,  0.10%,  2.91%,  3.28%, 14.53%, 11.98%, 30.91%, 17.67%,  0.00%,  0.14%,  1.05%,  4.87%,  0.00%,  0.22%,  1.69%,  8.32%, 179848.35, 7637.39, 11521.43, 226389.01 , 16, 235, 147.82, 52, 144, 127.46, 117, 168, 126.76, 0.00%, 0.00%,0.00%, 22.22%, 0.00%, 22.22%, 0.00%, 44.44%, 11.11%, 1.25%, 5.43%,0.00%, 19.62%, 24.22%, 10.86%, 3.76%, 16.81%, 18.06%, 1.34%, 8.86%,0.00%, 35.78%, 15.30%, 7.69%, 4.70%, 11.27%, 15.07%, 2.68%, 19.48%,0.00%, 31.05%, 20.77%, 2.70%, 5.33%, 3.65%, 14.40%,0.00%, 0.0, 170.6, 283.5, 105.9, 681.2, 0.0, 2743.0, 4.925, 99
